article_id,title,journal,pub_year,keywords,abstract,study_region,marine_realm,times_cited,doi,study_type_2,affiliation,mapping_affiliation,mapping_country
160,Space and time matter in social-ecological vulnerability assessments,MARINE POLICY,2018,MARINE PROTECTED AREAS; ADAPTIVE CAPACITY; LIVELIHOODS APPROACH; LEVEL VULNERABILITY; FISHING COMMUNITIES; REEF FISHERIES; CLIMATE-CHANGE; CONSERVATION; SUSTAINABILITY; PERSPECTIVE,"Fostering sustainable local social ecological interactions playing out against a backdrop of larger-scale dynamics are ubiquitous challenges to natural resource management and biodiversity conservation. Social-ecological vulnerability assessments are highly relevant for place-based management and can help target and prioritize management actions. However, an understanding of how linked social-ecological vulnerabilities respond to external drivers is still lacking. This paper presents an approach that integrates the spatial and temporal dimensions into social-ecological vulnerability assessments, where social and ecological vulnerabilities are linked by a feedback loop. The approach is applied to the Moorea coral reef social-ecological system, which has been significantly influenced by major environmental and social drivers over the last decade. Temporal changes in linked social-ecological vulnerabilities are mapped before and after exposure to the multiple drivers. Nearly 23% of households and 13% of the reef area show low and decreasing vulnerability despite exposure. However, high and increasing levels of vulnerability were detected in 6% of households and associated reefs after exposure to the drivers, providing early warnings of potentially unsustainable situations. Importantly, changes in ecological vulnerability did not propagate linearly to changes in social vulnerability. Similarly, hot spots of social vulnerability were not necessarily associated with hot spots of ecological vulnerability, highlighting the need to specifically adapt management interventions to local social-ecological settings. Mapping social-ecological dependencies in space and time provides communities and decision-makers with the information required to identify and prioritize management interventions while accounting for the effects of large-scale or external drivers.","",Eastern Indo-Pacific,1,10.1016/j.marpol.2017.11.027,Field-based,"PSL Res Univ, CRIOBE, USR3278, Natl Ctr Sci Res,CNRS EPHE UPVD, Perpignan",France,French Polynesia
160,Space and time matter in social-ecological vulnerability assessments,MARINE POLICY,2018,MARINE PROTECTED AREAS; ADAPTIVE CAPACITY; LIVELIHOODS APPROACH; LEVEL VULNERABILITY; FISHING COMMUNITIES; REEF FISHERIES; CLIMATE-CHANGE; CONSERVATION; SUSTAINABILITY; PERSPECTIVE,"Fostering sustainable local social ecological interactions playing out against a backdrop of larger-scale dynamics are ubiquitous challenges to natural resource management and biodiversity conservation. Social-ecological vulnerability assessments are highly relevant for place-based management and can help target and prioritize management actions. However, an understanding of how linked social-ecological vulnerabilities respond to external drivers is still lacking. This paper presents an approach that integrates the spatial and temporal dimensions into social-ecological vulnerability assessments, where social and ecological vulnerabilities are linked by a feedback loop. The approach is applied to the Moorea coral reef social-ecological system, which has been significantly influenced by major environmental and social drivers over the last decade. Temporal changes in linked social-ecological vulnerabilities are mapped before and after exposure to the multiple drivers. Nearly 23% of households and 13% of the reef area show low and decreasing vulnerability despite exposure. However, high and increasing levels of vulnerability were detected in 6% of households and associated reefs after exposure to the drivers, providing early warnings of potentially unsustainable situations. Importantly, changes in ecological vulnerability did not propagate linearly to changes in social vulnerability. Similarly, hot spots of social vulnerability were not necessarily associated with hot spots of ecological vulnerability, highlighting the need to specifically adapt management interventions to local social-ecological settings. Mapping social-ecological dependencies in space and time provides communities and decision-makers with the information required to identify and prioritize management interventions while accounting for the effects of large-scale or external drivers.","",Eastern Indo-Pacific,1,10.1016/j.marpol.2017.11.027,Field-based,"PSL Res Univ, CRIOBE, USR3278, Natl Ctr Sci Res,CNRS EPHE UPVD, Perpignan",Chile,French Polynesia
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,GREAT-BARRIER-REEF; MARINE PROTECTED AREA; WESTERN INDIAN-OCEAN; CORAL-REEF; COMMUNITY STRUCTURE; HERBIVOROUS FISHES; CLIMATE-CHANGE; PHASE-SHIFTS; PARROTFISHES; RESILIENCE,"Understanding the drivers of variability in the composition of fish assemblages across the Indo-Pacific region is crucial to support coral reef ecosystem resilience. Whilst numerous relationships and feedback mechanisms between the functional roles of coral reef fishes and reef benthic composition have been investigated, certain key groups, such as the herbivores, are widely suggested to maintain reefs in a coral-dominated state. Examining links between fishes and reef benthos is complicated by the interactions between natural processes, disturbance events and anthropogenic impacts, particularly fishing pressure. This study examined fish assemblages and associated benthic variables across five atolls within the Chagos Archipelago, where fishing pressure is largely absent, to better understand these relationships. We found high variability in fish assemblages among atolls and sites across the archipelago, especially for key groups such as a suite of grazer-detritivore surgeonfish, and the parrotfishes which varied in density over 40-fold between sites. Differences in fish assemblages were significantly associated with variable levels of both live and recently dead coral cover and rugosity. We suggest these results reflect differing coral recovery trajectories following coral bleaching events and a strong influence of 'bottom-up' control mechanisms on fish assemblages. Species level analyses revealed that Scarus niger, Acanthurus nigrofuscus and Chlorurus strongylocephalos were key species driving differences in fish assemblage structure. Clarifying the trophic roles of herbivorous and detritivorous reef fishes will require species-level studies, which also examine feeding behaviour, to fully understand their contribution in maintaining reef resilience to climate change and fishing impacts.","",Western Indo-Pacific,1,10.1371/journal.pone.0191448,Field-based,"CORDIO East Africa, Mombasa",Kenya,Portugal
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,GREAT-BARRIER-REEF; MARINE PROTECTED AREA; WESTERN INDIAN-OCEAN; CORAL-REEF; COMMUNITY STRUCTURE; HERBIVOROUS FISHES; CLIMATE-CHANGE; PHASE-SHIFTS; PARROTFISHES; RESILIENCE,"Understanding the drivers of variability in the composition of fish assemblages across the Indo-Pacific region is crucial to support coral reef ecosystem resilience. Whilst numerous relationships and feedback mechanisms between the functional roles of coral reef fishes and reef benthic composition have been investigated, certain key groups, such as the herbivores, are widely suggested to maintain reefs in a coral-dominated state. Examining links between fishes and reef benthos is complicated by the interactions between natural processes, disturbance events and anthropogenic impacts, particularly fishing pressure. This study examined fish assemblages and associated benthic variables across five atolls within the Chagos Archipelago, where fishing pressure is largely absent, to better understand these relationships. We found high variability in fish assemblages among atolls and sites across the archipelago, especially for key groups such as a suite of grazer-detritivore surgeonfish, and the parrotfishes which varied in density over 40-fold between sites. Differences in fish assemblages were significantly associated with variable levels of both live and recently dead coral cover and rugosity. We suggest these results reflect differing coral recovery trajectories following coral bleaching events and a strong influence of 'bottom-up' control mechanisms on fish assemblages. Species level analyses revealed that Scarus niger, Acanthurus nigrofuscus and Chlorurus strongylocephalos were key species driving differences in fish assemblage structure. Clarifying the trophic roles of herbivorous and detritivorous reef fishes will require species-level studies, which also examine feeding behaviour, to fully understand their contribution in maintaining reef resilience to climate change and fishing impacts.","",Western Indo-Pacific,1,10.1371/journal.pone.0191448,Field-based,"CORDIO East Africa, Mombasa",United Kingdom,Portugal
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,GREAT-BARRIER-REEF; MARINE PROTECTED AREA; WESTERN INDIAN-OCEAN; CORAL-REEF; COMMUNITY STRUCTURE; HERBIVOROUS FISHES; CLIMATE-CHANGE; PHASE-SHIFTS; PARROTFISHES; RESILIENCE,"Understanding the drivers of variability in the composition of fish assemblages across the Indo-Pacific region is crucial to support coral reef ecosystem resilience. Whilst numerous relationships and feedback mechanisms between the functional roles of coral reef fishes and reef benthic composition have been investigated, certain key groups, such as the herbivores, are widely suggested to maintain reefs in a coral-dominated state. Examining links between fishes and reef benthos is complicated by the interactions between natural processes, disturbance events and anthropogenic impacts, particularly fishing pressure. This study examined fish assemblages and associated benthic variables across five atolls within the Chagos Archipelago, where fishing pressure is largely absent, to better understand these relationships. We found high variability in fish assemblages among atolls and sites across the archipelago, especially for key groups such as a suite of grazer-detritivore surgeonfish, and the parrotfishes which varied in density over 40-fold between sites. Differences in fish assemblages were significantly associated with variable levels of both live and recently dead coral cover and rugosity. We suggest these results reflect differing coral recovery trajectories following coral bleaching events and a strong influence of 'bottom-up' control mechanisms on fish assemblages. Species level analyses revealed that Scarus niger, Acanthurus nigrofuscus and Chlorurus strongylocephalos were key species driving differences in fish assemblage structure. Clarifying the trophic roles of herbivorous and detritivorous reef fishes will require species-level studies, which also examine feeding behaviour, to fully understand their contribution in maintaining reef resilience to climate change and fishing impacts.","",Western Indo-Pacific,1,10.1371/journal.pone.0191448,Field-based,"CORDIO East Africa, Mombasa",Kenya,United Kingdom
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,GREAT-BARRIER-REEF; MARINE PROTECTED AREA; WESTERN INDIAN-OCEAN; CORAL-REEF; COMMUNITY STRUCTURE; HERBIVOROUS FISHES; CLIMATE-CHANGE; PHASE-SHIFTS; PARROTFISHES; RESILIENCE,"Understanding the drivers of variability in the composition of fish assemblages across the Indo-Pacific region is crucial to support coral reef ecosystem resilience. Whilst numerous relationships and feedback mechanisms between the functional roles of coral reef fishes and reef benthic composition have been investigated, certain key groups, such as the herbivores, are widely suggested to maintain reefs in a coral-dominated state. Examining links between fishes and reef benthos is complicated by the interactions between natural processes, disturbance events and anthropogenic impacts, particularly fishing pressure. This study examined fish assemblages and associated benthic variables across five atolls within the Chagos Archipelago, where fishing pressure is largely absent, to better understand these relationships. We found high variability in fish assemblages among atolls and sites across the archipelago, especially for key groups such as a suite of grazer-detritivore surgeonfish, and the parrotfishes which varied in density over 40-fold between sites. Differences in fish assemblages were significantly associated with variable levels of both live and recently dead coral cover and rugosity. We suggest these results reflect differing coral recovery trajectories following coral bleaching events and a strong influence of 'bottom-up' control mechanisms on fish assemblages. Species level analyses revealed that Scarus niger, Acanthurus nigrofuscus and Chlorurus strongylocephalos were key species driving differences in fish assemblage structure. Clarifying the trophic roles of herbivorous and detritivorous reef fishes will require species-level studies, which also examine feeding behaviour, to fully understand their contribution in maintaining reef resilience to climate change and fishing impacts.","",Western Indo-Pacific,1,10.1371/journal.pone.0191448,Field-based,"CORDIO East Africa, Mombasa",United Kingdom,United Kingdom
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,GREAT-BARRIER-REEF; MARINE PROTECTED AREA; WESTERN INDIAN-OCEAN; CORAL-REEF; COMMUNITY STRUCTURE; HERBIVOROUS FISHES; CLIMATE-CHANGE; PHASE-SHIFTS; PARROTFISHES; RESILIENCE,"Understanding the drivers of variability in the composition of fish assemblages across the Indo-Pacific region is crucial to support coral reef ecosystem resilience. Whilst numerous relationships and feedback mechanisms between the functional roles of coral reef fishes and reef benthic composition have been investigated, certain key groups, such as the herbivores, are widely suggested to maintain reefs in a coral-dominated state. Examining links between fishes and reef benthos is complicated by the interactions between natural processes, disturbance events and anthropogenic impacts, particularly fishing pressure. This study examined fish assemblages and associated benthic variables across five atolls within the Chagos Archipelago, where fishing pressure is largely absent, to better understand these relationships. We found high variability in fish assemblages among atolls and sites across the archipelago, especially for key groups such as a suite of grazer-detritivore surgeonfish, and the parrotfishes which varied in density over 40-fold between sites. Differences in fish assemblages were significantly associated with variable levels of both live and recently dead coral cover and rugosity. We suggest these results reflect differing coral recovery trajectories following coral bleaching events and a strong influence of 'bottom-up' control mechanisms on fish assemblages. Species level analyses revealed that Scarus niger, Acanthurus nigrofuscus and Chlorurus strongylocephalos were key species driving differences in fish assemblage structure. Clarifying the trophic roles of herbivorous and detritivorous reef fishes will require species-level studies, which also examine feeding behaviour, to fully understand their contribution in maintaining reef resilience to climate change and fishing impacts.","",Western Indo-Pacific,1,10.1371/journal.pone.0191448,Field-based,"Univ Oxford, Dept Zool, Oxford",Kenya,Portugal
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,GREAT-BARRIER-REEF; MARINE PROTECTED AREA; WESTERN INDIAN-OCEAN; CORAL-REEF; COMMUNITY STRUCTURE; HERBIVOROUS FISHES; CLIMATE-CHANGE; PHASE-SHIFTS; PARROTFISHES; RESILIENCE,"Understanding the drivers of variability in the composition of fish assemblages across the Indo-Pacific region is crucial to support coral reef ecosystem resilience. Whilst numerous relationships and feedback mechanisms between the functional roles of coral reef fishes and reef benthic composition have been investigated, certain key groups, such as the herbivores, are widely suggested to maintain reefs in a coral-dominated state. Examining links between fishes and reef benthos is complicated by the interactions between natural processes, disturbance events and anthropogenic impacts, particularly fishing pressure. This study examined fish assemblages and associated benthic variables across five atolls within the Chagos Archipelago, where fishing pressure is largely absent, to better understand these relationships. We found high variability in fish assemblages among atolls and sites across the archipelago, especially for key groups such as a suite of grazer-detritivore surgeonfish, and the parrotfishes which varied in density over 40-fold between sites. Differences in fish assemblages were significantly associated with variable levels of both live and recently dead coral cover and rugosity. We suggest these results reflect differing coral recovery trajectories following coral bleaching events and a strong influence of 'bottom-up' control mechanisms on fish assemblages. Species level analyses revealed that Scarus niger, Acanthurus nigrofuscus and Chlorurus strongylocephalos were key species driving differences in fish assemblage structure. Clarifying the trophic roles of herbivorous and detritivorous reef fishes will require species-level studies, which also examine feeding behaviour, to fully understand their contribution in maintaining reef resilience to climate change and fishing impacts.","",Western Indo-Pacific,1,10.1371/journal.pone.0191448,Field-based,"Univ Oxford, Dept Zool, Oxford",United Kingdom,Portugal
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,GREAT-BARRIER-REEF; MARINE PROTECTED AREA; WESTERN INDIAN-OCEAN; CORAL-REEF; COMMUNITY STRUCTURE; HERBIVOROUS FISHES; CLIMATE-CHANGE; PHASE-SHIFTS; PARROTFISHES; RESILIENCE,"Understanding the drivers of variability in the composition of fish assemblages across the Indo-Pacific region is crucial to support coral reef ecosystem resilience. Whilst numerous relationships and feedback mechanisms between the functional roles of coral reef fishes and reef benthic composition have been investigated, certain key groups, such as the herbivores, are widely suggested to maintain reefs in a coral-dominated state. Examining links between fishes and reef benthos is complicated by the interactions between natural processes, disturbance events and anthropogenic impacts, particularly fishing pressure. This study examined fish assemblages and associated benthic variables across five atolls within the Chagos Archipelago, where fishing pressure is largely absent, to better understand these relationships. We found high variability in fish assemblages among atolls and sites across the archipelago, especially for key groups such as a suite of grazer-detritivore surgeonfish, and the parrotfishes which varied in density over 40-fold between sites. Differences in fish assemblages were significantly associated with variable levels of both live and recently dead coral cover and rugosity. We suggest these results reflect differing coral recovery trajectories following coral bleaching events and a strong influence of 'bottom-up' control mechanisms on fish assemblages. Species level analyses revealed that Scarus niger, Acanthurus nigrofuscus and Chlorurus strongylocephalos were key species driving differences in fish assemblage structure. Clarifying the trophic roles of herbivorous and detritivorous reef fishes will require species-level studies, which also examine feeding behaviour, to fully understand their contribution in maintaining reef resilience to climate change and fishing impacts.","",Western Indo-Pacific,1,10.1371/journal.pone.0191448,Field-based,"Univ Oxford, Dept Zool, Oxford",Kenya,United Kingdom
166,Patterns in reef fish assemblages: Insights from the Chagos Archipelago,PLOS ONE,2018,GREAT-BARRIER-REEF; MARINE PROTECTED AREA; WESTERN INDIAN-OCEAN; CORAL-REEF; COMMUNITY STRUCTURE; HERBIVOROUS FISHES; CLIMATE-CHANGE; PHASE-SHIFTS; PARROTFISHES; RESILIENCE,"Understanding the drivers of variability in the composition of fish assemblages across the Indo-Pacific region is crucial to support coral reef ecosystem resilience. Whilst numerous relationships and feedback mechanisms between the functional roles of coral reef fishes and reef benthic composition have been investigated, certain key groups, such as the herbivores, are widely suggested to maintain reefs in a coral-dominated state. Examining links between fishes and reef benthos is complicated by the interactions between natural processes, disturbance events and anthropogenic impacts, particularly fishing pressure. This study examined fish assemblages and associated benthic variables across five atolls within the Chagos Archipelago, where fishing pressure is largely absent, to better understand these relationships. We found high variability in fish assemblages among atolls and sites across the archipelago, especially for key groups such as a suite of grazer-detritivore surgeonfish, and the parrotfishes which varied in density over 40-fold between sites. Differences in fish assemblages were significantly associated with variable levels of both live and recently dead coral cover and rugosity. We suggest these results reflect differing coral recovery trajectories following coral bleaching events and a strong influence of 'bottom-up' control mechanisms on fish assemblages. Species level analyses revealed that Scarus niger, Acanthurus nigrofuscus and Chlorurus strongylocephalos were key species driving differences in fish assemblage structure. Clarifying the trophic roles of herbivorous and detritivorous reef fishes will require species-level studies, which also examine feeding behaviour, to fully understand their contribution in maintaining reef resilience to climate change and fishing impacts.","",Western Indo-Pacific,1,10.1371/journal.pone.0191448,Field-based,"Univ Oxford, Dept Zool, Oxford",United Kingdom,United Kingdom
167,Comparative metabolic ecology of tropical herbivorous echinoids on a coral reef,PLOS ONE,2018,BROWN ALGAL PHLOROTANNINS; SEA-URCHINS; BODY-SIZE; TRIPNEUSTES-GRATILLA; MARINE INVERTEBRATE; OCEAN ACIDIFICATION; NUTRIENT ENRICHMENT; FEEDING PREFERENCES; OXYGEN-CONSUMPTION; COMMUNITY DYNAMICS,"Background The metabolic rate of consumers is a key driver of ecosystem dynamics. On coral reefs, herbivorous echinoids consume fleshy algae, facilitating the growth of reef-building calcified organisms; however, little is known about differences among species in their metabolic and functional ecology. Here, we used log-linear (log-log) regression models to examine the allometric scaling of mass and routine metabolic rate for five common herbivorous echinoids on a Hawaiian coral reef: Echinothrix calamaris, E. diadema, Echinometra matthaei, Hetero-centrotus mammillatus, and Tripneustes gratilla. Scaling relationships were then contrasted with empirical observations of echinoid ecology and general metabolic theory to broaden our understanding of diversity in the metabolic and functional ecology of tropical herbivorous echinoids. Results Test diameter and species explained 98% of the variation in mass, and mass and species explained 92.4% and 87.5% of the variation in individual (I) and mass-specific (B) metabolic rates, respectively. Scaling exponents did not differ for mass or metabolism; however, normalizing constants differed significantly among species. Mass varied as the cube of test diameter (b = 2.9), with HM exhibiting a significantly higher normalizing constant than other species, likely due to its heavily-calcified spines and skeleton. Individual metabolic rate varied approximately as the 2/5 power of mass (gamma = 0.44); significantly smaller than the 3/4 universal scaling coefficient, but inclusive of 2/3 scaling. E. calamaris and H. mammillatus exhibited the lowest normalizing constants, corresponding with their slow-moving, cryptic, rock-boring life-history. In contrast, E. calamaris, E. diadema, and T. gratilla, exhibited higher metabolic rates, likely reflecting their higher levels of activity and ability to freely browse for preferred algae due to chemical anti-predator defenses. Thus, differences in metabolic scaling appeared to correspond with differences in phylogeny, behavior, and ecological function. Such comparative metabolic assessments are central to informing theory, ecological models, and the effective management of ecosystems.","",Eastern Indo-Pacific,1,10.1371/journal.pone.0190470,Field-based,"Univ Calif Davis, Dept Wildlife Fish & Conservat Biol, Davis",United States,United States
167,Comparative metabolic ecology of tropical herbivorous echinoids on a coral reef,PLOS ONE,2018,BROWN ALGAL PHLOROTANNINS; SEA-URCHINS; BODY-SIZE; TRIPNEUSTES-GRATILLA; MARINE INVERTEBRATE; OCEAN ACIDIFICATION; NUTRIENT ENRICHMENT; FEEDING PREFERENCES; OXYGEN-CONSUMPTION; COMMUNITY DYNAMICS,"Background The metabolic rate of consumers is a key driver of ecosystem dynamics. On coral reefs, herbivorous echinoids consume fleshy algae, facilitating the growth of reef-building calcified organisms; however, little is known about differences among species in their metabolic and functional ecology. Here, we used log-linear (log-log) regression models to examine the allometric scaling of mass and routine metabolic rate for five common herbivorous echinoids on a Hawaiian coral reef: Echinothrix calamaris, E. diadema, Echinometra matthaei, Hetero-centrotus mammillatus, and Tripneustes gratilla. Scaling relationships were then contrasted with empirical observations of echinoid ecology and general metabolic theory to broaden our understanding of diversity in the metabolic and functional ecology of tropical herbivorous echinoids. Results Test diameter and species explained 98% of the variation in mass, and mass and species explained 92.4% and 87.5% of the variation in individual (I) and mass-specific (B) metabolic rates, respectively. Scaling exponents did not differ for mass or metabolism; however, normalizing constants differed significantly among species. Mass varied as the cube of test diameter (b = 2.9), with HM exhibiting a significantly higher normalizing constant than other species, likely due to its heavily-calcified spines and skeleton. Individual metabolic rate varied approximately as the 2/5 power of mass (gamma = 0.44); significantly smaller than the 3/4 universal scaling coefficient, but inclusive of 2/3 scaling. E. calamaris and H. mammillatus exhibited the lowest normalizing constants, corresponding with their slow-moving, cryptic, rock-boring life-history. In contrast, E. calamaris, E. diadema, and T. gratilla, exhibited higher metabolic rates, likely reflecting their higher levels of activity and ability to freely browse for preferred algae due to chemical anti-predator defenses. Thus, differences in metabolic scaling appeared to correspond with differences in phylogeny, behavior, and ecological function. Such comparative metabolic assessments are central to informing theory, ecological models, and the effective management of ecosystems.","",Eastern Indo-Pacific,1,10.1371/journal.pone.0190470,Field-based,"Univ Calif San Diego, Scripps Inst Oceanog, Ctr Marine Biodivers & Conservat, San Diego",United States,United States
169,"The ""Tracked Roaming Transect"" and distance sampling methods increase the efficiency of underwater visual censuses",PLOS ONE,2018,REEF FISH ASSEMBLAGE; CORAL-REEF; HABITAT STRUCTURE; DIVERSITY; ABUNDANCE; DENSITY; COMMUNITIES; POPULATIONS; COUNTS; DETECTABILITY,"Underwater visual census (UVC) is the most common approach for estimating diversity, abundance and size of reef fishes in shallow and clear waters. Abundance estimation through UVC is particularly problematic in species occurring at low densities and/or highly aggregated because of their high variability at both spatial and temporal scales. The statistical power of experiments involving UVC techniques may be increased by augmenting the number of replicates or the area surveyed. In this work we present and test the efficiency of an UVC method based on diver towed GPS, the Tracked Roaming Transect (TRT), designed to maximize transect length (and thus the surveyed area) with respect to diving time invested in monitoring, as compared to Conventional Strip Transects (CST). Additionally, we analyze the effect of increasing transect width and length on the precision of density estimates by comparing TRT vs. CST methods using different fixed widths of 6 and 20 m (FW3 and FW10, respectively) and the Distance Sampling (DS) method, in which perpendicular distance of each fish or group of fishes to the transect line is estimated by divers up to 20 m from the transect line. The TRT was 74% more time and cost efficient than the CST (all transect widths considered together) and, for a given time, the use of TRT and/or increasing the transect width increased the precision of density estimates. In addition, since with the DS method distances of fishes to the transect line have to be estimated, and not measured directly as in terrestrial environments, errors in estimations of perpendicular distances can seriously affect DS density estimations. To assess the occurrence of distance estimation errors and their dependence on the observer's experience, a field experiment using wooden fish models was performed. We tested the precision and accuracy of density estimators based on fixed widths and the DS method. The accuracy of the estimates was measured comparing the actual total abundance with those estimated by divers using FW3, FW10, and DS estimators. Density estimates differed by 13% (range 0.1-31%) from the actual values (average = 13.09%; median = 14.16%). Based on our results we encourage the use of the Tracked Roaming Transect with Distance Sampling (TRT+DS) method for improving density estimates of species occurring at low densities and/or highly aggregated, as well as for exploratory rapid-assessment surveys in which divers could gather spatial ecological and ecosystem information on large areas during UVC.",Mediterranean,Temperate Northern Atlantic,2,10.1371/journal.pone.0190990,Field-based,"Consejo Nacl Invest Cient & Tecn CCT CENPAT CONICE, Ctr Estudio Sistemas Marinos CESIMAR, Blvd Brown, Puerto Madryn, Chubut",Argentina,Spain
1678,Ecosystem restructuring along the Great Barrier Reef following mass coral bleaching,NATURE,2018,"","Global warming is markedly changing diverse coral reef ecosystems through an increasing frequency and magnitude of mass bleaching events(1-3). How local impacts scale up across affected regions depends on numerous factors, including patchiness in coral mortality, metabolic effects of extreme temperatures on populations of reef-dwelling species(4) and interactions between taxa. Here we use data from before and after the 2016 mass bleaching event to evaluate ecological changes in corals, algae, fishes and mobile invertebrates at 186 sites along the full latitudinal span of the Great Barrier Reef and western Coral Sea. One year after the bleaching event, reductions in live coral cover of up to 51% were observed on surveyed reefs that experienced extreme temperatures; however, regional patterns of coral mortality were patchy. Consistent declines in coral-feeding fishes were evident at the most heavily affected reefs, whereas few other short-term responses of reef fishes and invertebrates could be attributed directly to changes in coral cover. Nevertheless, substantial region-wide ecological changes occurred that were mostly independent of coral loss, and instead appeared to be linked directly to sea temperatures. Community-wide trophic restructuring was evident, with weakening of strong pre-existing latitudinal gradients in the diversity of fishes, invertebrates and their functional groups. In particular, fishes that scrape algae from reef surfaces, which are considered to be important for recovery after bleaching(2), declined on northern reefs, whereas other herbivorous groups increased on southern reefs. The full impact of the 2016 bleaching event may not be realized until dead corals erode during the next decade(5,6) . However, our short-term observations suggest that the recovery processes, and the ultimate scale of impact, are affected by functional changes in communities, which in turn depend on the thermal affinities of local reef-associated fauna. Such changes will vary geographically, and may be particularly acute at locations where many fishes and invertebrates are close to their thermal distribution limits(7).","",Central Indo-Pacific,9,10.1038/s41586-018-0359-9,Field-based,"Univ Tasmania, Inst Marine & Antarctic Studies, Hobart, Tas",Australia,Australia
1679,Mesophotic coral ecosystems are threatened and ecologically distinct from shallow water reefs,SCIENCE,2018,"","The rapid degradation of coral reefs is one of themost serious biodiversity problems facing our generation. Mesophotic coral reefs (at depths of 30 to 150 meters) have been widely hypothesized to provide refuge from natural and anthropogenic impacts, a promise for the survival of shallow reefs. The potential role of mesophotic reefs as universal refuges is often highlighted in reef conservation research. This hypothesis rests on two assumptions: (i) that there is considerable overlap in species composition and connectivity between shallow and deep populations and (ii) that deep reefs are less susceptible to anthropogenic and natural impacts than their shallower counterparts. Here we present evidence contradicting these assumptions and argue that mesophotic reefs are distinct, impacted, and in as much need of protection as shallow coral reefs.",Global,"",14,10.1126/science.aaq1614,Field-based,"Calif Acad Sci, San Francisco",United States,
1680,Seabirds enhance coral reef productivity and functioning in the absence of invasive rats,NATURE,2018,"","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.","",Western Indo-Pacific,9,10.1038/s41586-018-0202-3,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld",Australia,Chagos
1680,Seabirds enhance coral reef productivity and functioning in the absence of invasive rats,NATURE,2018,"","Biotic connectivity between ecosystems can provide major transport of organic matter and nutrients, influencing ecosystem structure and productivity(1), yet the implications are poorly understood owing to human disruptions of natural flows(2). When abundant, seabirds feeding in the open ocean transport large quantities of nutrients onto islands, enhancing the productivity of island fauna and flora(3,4). Whether leaching of these nutrients back into the sea influences the productivity, structure and functioning of adjacent coral reef ecosystems is not known. Here we address this question using a rare natural experiment in the Chagos Archipelago, in which some islands are rat-infested and others are rat-free. We found that seabird densities and nitrogen deposition rates are 760 and 251 times higher, respectively, on islands where humans have not introduced rats. Consequently, rat-free islands had substantially higher nitrogen stable isotope (delta N-15) values in soils and shrubs, reflecting pelagic nutrient sources. These higher values of delta N-15 were also apparent in macroalgae, filter-feeding sponges, turf algae and fish on adjacent coral reefs. Herbivorous damselfish on reefs adjacent to the rat-free islands grew faster, and fish communities had higher biomass across trophic feeding groups, with 48% greater overall biomass. Rates of two critical ecosystem functions, grazing and bioerosion, were 3.2 and 3.8 times higher, respectively, adjacent to rat-free islands. Collectively, these results reveal how rat introductions disrupt nutrient flows among pelagic, island and coral reef ecosystems. Thus, rat eradication on oceanic islands should be a high conservation priority as it is likely to benefit terrestrial ecosystems and enhance coral reef productivity and functioning by restoring seabird-derived nutrient subsidies from large areas of ocean.","",Western Indo-Pacific,9,10.1038/s41586-018-0202-3,Field-based,"James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld",United Kingdom,Chagos
