"","ID","TI","SO","KW","AB","TC","DI","PY","AU","AO","IN","CO"
"479",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Johan, Ofri",17,"Res Ctr Aquaculture, Jakarta","Indonesia"
"480",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Licuanan, Wilfredo Y.",18,"De La Salle Univ, Dept Biol, Manila","Philippines"
"481",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Licuanan, Wilfredo Y.",18,"De La Salle Univ, Shields Marine Stn, Manila","Philippines"
"482",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Livingstone, Suzanne R.",19,"Old Dominion Univ, IUCN Species Programme SSC & CI Global Marine Spe, Norfolk","VA 23529 USA"
"483",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Lovell, Edward R.",20,"Univ S Pacific, Sch Marine Studies, Suva","Fiji"
"484",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Moore, Jennifer A.",21,"NOAA, Fisheries Serv, Protected Resources Div, St Petersburg","FL 33701 USA"
"485",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Obura, David O.",22,"CORDIO E Africa, Mombasa","Kenya"
"486",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Ochavillo, Domingo",23,"Reef Check Philippines, Manila","Philippines"
"487",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Polidoro, Beth A.",24,"Old Dominion Univ, IUCN Species Programme SSC & CI Global Marine Spe, Norfolk","VA 23529 USA"
"488",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Precht, William F.",25,"NOAA, Florida Keys Natl Marine Sanctuary, Damage Assessment & Restorat Program, Key Largo","FL 33040 USA"
"489",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Quibilan, Miledel C.",26,"CI Philippines, Sulu Sulawesi Seascape Program, Quezon City","Philippines"
"490",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Reboton, Clarissa",27,"Silliman Univ, Inst Environm & Marine Sci, Dumaguete","Philippines"
"491",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Richards, Zoe T.",28,"James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811","Australia"
"492",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Rogers, Alex D.",29,"Zool Soc London, Inst Zool, London NW1 4RY","England"
"493",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Sanciangco, Jonnell",30,"Old Dominion Univ, IUCN Species Programme SSC & CI Global Marine Spe, Norfolk","VA 23529 USA"
"494",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Sheppard, Anne",31,"Univ Warwick, Dept Biol Sci, Coventry CV4 7AL, W Midlands","England"
"495",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Sheppard, Charles",32,"Univ Warwick, Dept Biol Sci, Coventry CV4 7AL, W Midlands","England"
"496",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Smith, Jennifer",33,"Old Dominion Univ, IUCN Species Programme SSC & CI Global Marine Spe, Norfolk","VA 23529 USA"
"497",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Stuart, Simon",34,"Conservat Int, IUCN SSC, Norfolk","VA 23529 USA"
"498",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Stuart, Simon",34,"Conservat Int, CI CABS Biodivers Assessment Unit, Norfolk","VA 23529 USA"
"499",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Turak, Emre",35,"Coral Reef Res, Townsville, Qld 4811","Australia"
"500",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Veron, John E. N.",36,"Coral Reef Res, Townsville, Qld 4811","Australia"
"501",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Wallace, Carden",37,"Museum Trop Queensland, Townsville, Qld 4810","Australia"
"502",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Weil, Ernesto",38,"Univ Puerto Rico, Dept Marine Sci, Lajas","PR USA"
"503",1717,"One-third of reef-building corals face elevated extinction risk from climate change and local impacts","SCIENCE","ECOSYSTEMS; DISEASE","The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.",602,"10.1126/science.1159196",2008,"Wood, Elizabeth",39,"Marine Conservat Soc, Ross On Wye, Herts","England"
"504",1718,"Thinking outside the reef","SCIENCE","","",4,"",2008,"Peterson, Eric L.",1,"Victoria Univ, Dept Architectural Civil & Mech Engn, Melbourne, Vic 3032","Australia"
"505",1718,"Thinking outside the reef","SCIENCE","","",4,"",2008,"Beger, Maria",2,"Univ Queensland, Ctr Ecol, St Lucia, Qld 4072","Australia"
"506",1718,"Thinking outside the reef","SCIENCE","","",4,"",2008,"Beger, Maria",2,"Univ Queensland, Commonwealth Res Facil Appl Environm Decis Anal, St Lucia, Qld 4072","Australia"
"507",1718,"Thinking outside the reef","SCIENCE","","",4,"",2008,"Richards, Zoe T.",3,"James Cook Univ N Queensland, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811","Australia"
"508",1718,"Thinking outside the reef","SCIENCE","","",4,"",2008,"Richards, Zoe T.",3,"James Cook Univ N Queensland, Sch Marine & Trop Biol, Townsville, Qld 4811","Australia"
"509",1719,"Caribbean reef development was independent of coral diversity over 28 million years","SCIENCE","EXTINCTION; NEOGENE; PRODUCTIVITY; TEMPERATURE; NUTRIENTS; TURNOVER; CLOSURE; SEAWAY; MODEL","The relationship between natural variations in coral species diversity, reef development, and ecosystem function on coral reefs is poorly understood. Recent coral diversity varies 10- fold among geographic regions, but rates of reef growth are broadly similar, suggesting that diversity is unimportant for reef development. Differences in diversity may reflect regional differences in long- term biotic history in addition to environmental conditions. Using a combination of new and published fossil and stratigraphic data, we compared changes in coral diversity and reef development within the tropical western Atlantic over the past 28 million years. Reef development was unrelated to coral diversity, and the largest reef tracts formed after extinction had reduced diversity by 50%. High diversity is thus not essential for the growth and persistence of coral reefs.",73,"10.1126/science.1152197",2008,"Johnson, Kenneth G.",1,"Nat Hist Museum, Dept Palaeontol, London SW7 5BD","England"
"510",1719,"Caribbean reef development was independent of coral diversity over 28 million years","SCIENCE","EXTINCTION; NEOGENE; PRODUCTIVITY; TEMPERATURE; NUTRIENTS; TURNOVER; CLOSURE; SEAWAY; MODEL","The relationship between natural variations in coral species diversity, reef development, and ecosystem function on coral reefs is poorly understood. Recent coral diversity varies 10- fold among geographic regions, but rates of reef growth are broadly similar, suggesting that diversity is unimportant for reef development. Differences in diversity may reflect regional differences in long- term biotic history in addition to environmental conditions. Using a combination of new and published fossil and stratigraphic data, we compared changes in coral diversity and reef development within the tropical western Atlantic over the past 28 million years. Reef development was unrelated to coral diversity, and the largest reef tracts formed after extinction had reduced diversity by 50%. High diversity is thus not essential for the growth and persistence of coral reefs.",73,"10.1126/science.1152197",2008,"Jackson, Jeremy B. C.",2,"Univ Calif San Diego, Scripps Inst Oceanog, Ctr Marine Biodivers & Conservat, La Jolla","CA 92093 USA"
"511",1719,"Caribbean reef development was independent of coral diversity over 28 million years","SCIENCE","EXTINCTION; NEOGENE; PRODUCTIVITY; TEMPERATURE; NUTRIENTS; TURNOVER; CLOSURE; SEAWAY; MODEL","The relationship between natural variations in coral species diversity, reef development, and ecosystem function on coral reefs is poorly understood. Recent coral diversity varies 10- fold among geographic regions, but rates of reef growth are broadly similar, suggesting that diversity is unimportant for reef development. Differences in diversity may reflect regional differences in long- term biotic history in addition to environmental conditions. Using a combination of new and published fossil and stratigraphic data, we compared changes in coral diversity and reef development within the tropical western Atlantic over the past 28 million years. Reef development was unrelated to coral diversity, and the largest reef tracts formed after extinction had reduced diversity by 50%. High diversity is thus not essential for the growth and persistence of coral reefs.",73,"10.1126/science.1152197",2008,"Jackson, Jeremy B. C.",2,"Smithsonian Trop Res Inst, Balboa","Panama"
"512",1719,"Caribbean reef development was independent of coral diversity over 28 million years","SCIENCE","EXTINCTION; NEOGENE; PRODUCTIVITY; TEMPERATURE; NUTRIENTS; TURNOVER; CLOSURE; SEAWAY; MODEL","The relationship between natural variations in coral species diversity, reef development, and ecosystem function on coral reefs is poorly understood. Recent coral diversity varies 10- fold among geographic regions, but rates of reef growth are broadly similar, suggesting that diversity is unimportant for reef development. Differences in diversity may reflect regional differences in long- term biotic history in addition to environmental conditions. Using a combination of new and published fossil and stratigraphic data, we compared changes in coral diversity and reef development within the tropical western Atlantic over the past 28 million years. Reef development was unrelated to coral diversity, and the largest reef tracts formed after extinction had reduced diversity by 50%. High diversity is thus not essential for the growth and persistence of coral reefs.",73,"10.1126/science.1152197",2008,"Budd, Ann F.",3,"Univ Iowa, Dept Geosci, Iowa City","IA 52242 USA"
"513",1720,"Dimethylsulfoniopropionate as a foraging cue for reef fishes","SCIENCE","GREAT-BARRIER-REEF; CORAL-REEFS; DIMETHYLSULFIDE","",57,"10.1126/science.1151109",2008,"DeBose, Jennifer L.",1,"Univ Calif Davis, Bodega Marine Lab, Davis","CA 95616 USA"
"514",1720,"Dimethylsulfoniopropionate as a foraging cue for reef fishes","SCIENCE","GREAT-BARRIER-REEF; CORAL-REEFS; DIMETHYLSULFIDE","",57,"10.1126/science.1151109",2008,"Lema, Sean C.",2,"Univ N Carolina, Ctr Marine Sci, Wilmington","NC 28403 USA"
"515",1720,"Dimethylsulfoniopropionate as a foraging cue for reef fishes","SCIENCE","GREAT-BARRIER-REEF; CORAL-REEFS; DIMETHYLSULFIDE","",57,"10.1126/science.1151109",2008,"Nevitt, Gabrielle A.",3,"Univ Calif Davis, Bodega Marine Lab, Davis","CA 95616 USA"
"516",1721,"Fighting algae in Kaneohe Bay","SCIENCE","","",4,"",2008,"Goreau, Thomas J.",1,"Global Coral Reef Alliance, Cambridge","MA 02139 USA"
"517",1722,"Fighting algae in Kaneohe Bay - Response","SCIENCE","CORAL-REEFS; MACROALGAL BLOOMS; HAWAII; ABUNDANCE; HERBIVORY","",3,"",2008,"Smith, Jennifer E.",1,"Univ Calif Santa Barbara, Natl Ctr Ecol Anal & Synth, Santa Barbara","CA 93101 USA"
"518",1722,"Fighting algae in Kaneohe Bay - Response","SCIENCE","CORAL-REEFS; MACROALGAL BLOOMS; HAWAII; ABUNDANCE; HERBIVORY","",3,"",2008,"Conklin, Eric J.",2,"Nature Conservancy, Honolulu","HI 96817 USA"
"519",1722,"Fighting algae in Kaneohe Bay - Response","SCIENCE","CORAL-REEFS; MACROALGAL BLOOMS; HAWAII; ABUNDANCE; HERBIVORY","",3,"",2008,"Smith, Celia M.",3,"Univ Hawaii Manoa, Dept Bot, Honolulu","HI 96822 USA"
"520",1722,"Fighting algae in Kaneohe Bay - Response","SCIENCE","CORAL-REEFS; MACROALGAL BLOOMS; HAWAII; ABUNDANCE; HERBIVORY","",3,"",2008,"Hunter, Cynthia L.",4,"Univ Hawaii Manoa, Biol Program, Honolulu","HI 96815 USA"
