ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
1228,"Abesamis, R. A.; Russ, G. R.",Patterns of recruitment of coral reef fishes in a monsoonal environment,CORAL REEFS,LIFE HISTORY TRAITS; PREY ATTACK RATE; SWIMMING ACTIVITY; CARIBBEAN PANAMA; HERRING LARVAE; GROWTH; SETTLEMENT; DYNAMICS; TEMPERATURE; REPLENISHMENT,"The abundance of newly settled recruits of coral reef fishes was monitored at a total of 11 sites at two islands and two coastal locations in the central Philippines for a 20-month period (February 2008 to September 2009) that included two monsoon cycles. Recruitment occurred throughout the year. Most of the abundant species exhibited protracted recruitment seasons. This confirms the expectation of extended breeding of reef fishes at lower latitudes. The annual pattern of recruitment of reef fishes as a group was predictable. Annual fluctuations of sea surface temperature and wind strength largely explained the pattern. Rainfall, however, did not significantly influence the pattern of recruitment. Peaks in density and species richness of recruits occurred during the southwest monsoon and the second inter-monsoonal period of the year (July to October) when temperatures were highest and when most of the sites were sheltered from winds or when winds were weak. Conversely, lowest density and species richness were observed during the northeast monsoon (November to March) when temperatures were lowest and most sites were exposed to winds. The same pattern could also be seen in the recruitment of both damselfishes (Pomacentridae) and wrasses (Labridae), notwithstanding a tenfold difference in abundance of recruits between the two families. The pattern was fairly consistent across most sites, among most of the species that were examined, and between the 2 years that were sampled. This study is one of the few to provide insights into the influence of environmental factors on the recruitment patterns of fishes on Indo-Pacific coral reefs situated at lower latitudes.","[Abesamis, R. A.] SUAKCREM, Dumaguete 6200, Negros Oriental, Philippines; [Abesamis, R. A.; Russ, G. R.] James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia; [Abesamis, R. A.; Russ, G. R.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia",21,10.1007/s00338-010-0653-y,2010
1229,"Cheal, A. J.; MacNeil, M. Aaron; Cripps, E.; Emslie, M. J.; Jonker, M.; Schaffelke, B.; Sweatman, H.",Coral-macroalgal phase shifts or reef resilience: links with diversity and functional roles of herbivorous fishes on the Great Barrier Reef,CORAL REEFS,CLIMATE-CHANGE; COMMUNITY STRUCTURE; CARIBBEAN REEF; REGIME SHIFTS; ECOSYSTEMS; DYNAMICS; IMPACT; BIODIVERSITY; DISTURBANCE; RECOVERY,"Changes from coral to macroalgal dominance following disturbances to corals symbolize the global degradation of coral reefs. The development of effective conservation measures depends on understanding the causes of such phase shifts. The prevailing view that coral-macroalgal phase shifts commonly occur due to insufficient grazing by fishes is based on correlation with overfishing and inferences from models and small-scale experiments rather than on long-term quantitative field studies of fish communities at affected and resilient sites. Consequently, the specific characteristics of herbivorous fish communities that most promote reef resilience under natural conditions are not known, though this information is critical for identifying vulnerable ecosystems. In this study, 11 years of field surveys recorded the development of the most persistent coral-macroalgal phase shift (> 7 years) yet observed on Australia's Great Barrier Reef (GBR). This shift followed extensive coral mortality caused by thermal stress (coral bleaching) and damaging storms. Comparisons with two similar reefs that suffered similar disturbances but recovered relatively rapidly demonstrated that the phase shift occurred despite high abundances of one herbivore functional group (scraping/excavating parrotfishes: Labridae). However, the shift was strongly associated with low fish herbivore diversity and low abundances of algal browsers (predominantly Siganidae) and grazers/detritivores (Acanthuridae), suggesting that one or more of these factors underpin reef resilience and so deserve particular protection. Herbivorous fishes are not harvested on the GBR, and the phase shift was not enhanced by unusually high nutrient levels. This shows that unexploited populations of herbivorous fishes cannot ensure reef resilience even under benign conditions and suggests that reefs could lose resilience under relatively low fishing pressure. Predictions of more severe and widespread coral mortality due to global climate change emphasize the need for more effective identification and protection of ecosystem components that are critical for the prevention of coral reef phase shifts.","[Cheal, A. J.; MacNeil, M. Aaron; Cripps, E.; Emslie, M. J.; Jonker, M.; Schaffelke, B.; Sweatman, H.] Australian Inst Marine Sci, Townsville, Qld 4810, Australia; [Cripps, E.] Univ Western Australia, Sch Math & Stat, Crawley, WA 6009, Australia",98,10.1007/s00338-010-0661-y,2010
1230,"Venera-Ponton, D. E.; Diaz-Pulido, G.; Rodriguez-Lanetty, M.; Hoegh-Guldberg, O.",Presence of Symbiodinium spp. in macroalgal microhabitats from the southern Great Barrier Reef,CORAL REEFS,FREE-LIVING SYMBIODINIUM; DISSOLVED ORGANIC-MATTER; GENUS SYMBIODINIUM; CLIMATE-CHANGE; CORAL-REEFS; SORITID FORAMINIFERA; BACTERIAL COMMUNITIES; PHYLOGENETIC ANALYSIS; SYMBIONT SPECIFICITY; MOLECULAR DIVERSITY,"Coral reefs are highly dependent on the mutualistic symbiosis between reef-building corals and dinoflagellates from the genus Symbiodinium. These dinoflagellates spend part of their life cycle outside the coral host and in the majority of the cases have to re-infect corals each generation. While considerable insight has been gained about Symbiodinium in corals, little is known about the ecology and biology of Symbiodinium in other reef microhabitats. This study documents Symbiodinium associating with benthic macroalgae on the southern Great Barrier Reef, including some Symbiodinium that are genetically close to the symbiotic strains from reef-building corals. It is possible that some of these Symbiodinium were in hospite, associated to soritid foraminifera or ciliates; nevertheless, the presence of Symbiodinium C3 and C15 in macroalgal microhabitats may also suggest a potential link between communities of Symbiodinium associating with both coral hosts and macroalgae.","[Venera-Ponton, D. E.] Univ Magdalena, Inst Invest Trop, Santa Marta, Colombia; [Diaz-Pulido, G.] Griffith Univ, Griffith Sch Environm, Nathan, Qld 4111, Australia; [Rodriguez-Lanetty, M.] Univ Louisiana Lafayette, Integrat Marine Genom & Symbiosis Lab, Dept Biol, Lafayette, LA 70504 USA; [Hoegh-Guldberg, O.] Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072, Australia; [Hoegh-Guldberg, O.] Univ Queensland, Australian Res Council, Ctr Excellence Coral Reef Studies, Brisbane, Qld 4072, Australia",14,10.1007/s00338-010-0666-6,2010
1231,"Titschack, J.; Zuschin, M.; Spoetl, C.; Baal, C.",The giant oyster Hyotissa hyotis from the northern Red Sea as a decadal-scale archive for seasonal environmental fluctuations in coral reef habitats,CORAL REEFS,STABLE-ISOTOPE SCLEROCHRONOLOGY; METABOLIC CARBON CONTRIBUTION; LIVED BIVALVE MOLLUSK; GULF-OF-CALIFORNIA; CRASSOSTREA-VIRGINICA; BIOLOGICAL CARBONATES; ARCTICA-ISLANDICA; PALEOENVIRONMENTAL RECONSTRUCTION; DEATH ASSEMBLAGES; MASTER-CHRONOLOGY,"This study explores the giant oyster Hyotissa hyotis as a novel environmental archive in tropical reef environments of the Indo-Pacific. The species is a typical accessory component in coral reefs, can reach sizes of tens of centimetres, and dates back to the Late Pleistocene. Here, a 70.2-mm-long oxygen and carbon isotope transect through the shell of a specimen collected at Safaga Bay, northern Red Sea, in May 1996, is presented. The transect runs perpendicularly to the foliate and vesicular layers of the inner ostracum near the ligament area of the oyster. The measured delta O-18 and delta C-13 records show sinusoidal fluctuations, which are independent of shell microstructure. The delta C-13 fluctuations exhibit the same wavelength as the delta O-18 fluctuations but are phase shifted. The delta O-18 record reflects the sea surface temperature variations from 1957 until 1996, possibly additionally influenced by the local evaporation. Due to locally enhanced evaporation in the semi-enclosed Safaga Bay, the delta O-18(seawater) value is estimated at 2.17aEuro degrees, i.e., 0.3-0.8aEuro degrees higher than published open surface water delta O-18 values (1.36-1.85aEuro degrees) from the region. The mean water temperature deviates by only 0.4A degrees C from the expected value, and the minimum and maximum values are 0.5A degrees C lower and 2.9A degrees C higher, respectively. When comparing the mean monthly values, however, the sea surface temperature discrepancy between reconstructed and global grid datasets is always < 1.0A degrees C. The delta C-13 signal is weakly negatively correlated with regional chlorophyll a concentration and with the sunshine duration, which may reflect changes in the bivalve's respiration. The study emphasises the palaeogeographic context in isotope studies based on fossils, because coastal embayments might not reflect open-water oceanographic conditions.","[Titschack, J.] Univ Bremen, Ctr Marine Environm Sci, MARUM, D-28359 Bremen, Germany; [Titschack, J.] Abt Meeresforsch, D-26382 Wilhelmshaven, Germany; [Zuschin, M.; Baal, C.] Univ Vienna, Dept Palaeontol, A-1090 Vienna, Austria; [Spoetl, C.] Univ Innsbruck, Dept Geol & Palaeontol, A-6020 Innsbruck, Austria",17,10.1007/s00338-010-0665-7,2010
1232,"Gardiner, N. M.; Jones, G. P.",Synergistic effects of habitat preference and gregarious behaviour on habitat use in coral reef cardinalfish,CORAL REEFS,CONSPECIFIC ATTRACTION; INTERSPECIFIC COMPETITION; FISH ASSEMBLAGES; RESOURCE SPECIALIZATION; SOCIAL-ORGANIZATION; SHELTER SELECTION; DWELLING FISHES; RED-SEA; PATTERNS; SETTLEMENT,"Spatial distributions of coral reef fish species are potentially determined by habitat preferences and behavioural interactions. However, the relative importance of these factors and whether or not behavioural interactions reinforce or disrupt habitat associations are poorly understood. This paper explores the degree to which habitat and social preferences explain the association that three common coral reef cardinalfish species (Zoramia leptacanthus, Archamia zosterophora and Cheilodipterus quinquelineatus; family Apogonidae) have with coral substrata at Lizard Island, Great Barrier Reef. At diurnal resting sites, species were strongly associated with branching corals, with 80-90% of each species inhabiting one branching coral species, Porites cylindrica. Species were also highly gregarious, forming large con-specific and hetero-specific aggregations in coral heads, potentially reinforcing habitat associations. Three-way choice experiments were conducted to test fishes habitat preferences for living coral over dead substrata, for particular coral species, and the influence of gregarious behaviour on these habitat choices. The strength of habitat preferences differed among species, with Z. leptacanthus preferring live coral and P. cylindrica, A. zosterophora preferring P. cylindrica, whether live or dead and C. quinquelineatus exhibiting no preferences. All species were attracted to conspecifics, and for C. quinquelineatus and A. zosterophora, conspecific attraction resulted in stronger preferences for live corals. Gregarious behaviour also increased C. quinquelineatus associations with P. cylindrica. The relative strength of social attraction versus habitat preferences was investigated by comparing fish habitat preferences in the presence and/or absence of conspecifics. The presence of conspecifics on non-preferred rubble habitat reduced each species association with live coral. This study's results indicate that in the field, habitat preferences and conspecific attraction combine to reinforce the association between cardinalfishes and a narrow range of coral substrata.","[Gardiner, N. M.; Jones, G. P.] James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia; [Gardiner, N. M.; Jones, G. P.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia",22,10.1007/s00338-010-0642-1,2010
1233,"Berumen, M. L.; Walsh, H. J.; Raventos, N.; Planes, S.; Jones, G. P.; Starczak, V.; Thorrold, S. R.",Otolith geochemistry does not reflect dispersal history of clownfish larvae,CORAL REEFS,CORAL-REEF FISH; OPEN-COAST FISH; POPULATION CONNECTIVITY; ELEMENTAL SIGNATURES; LIFE-HISTORY; MARINE FISH; TEMPORAL VARIATION; SELF-RECRUITMENT; PACIFIC-OCEAN; CHEMISTRY,"Natural geochemical signatures in calcified structures are commonly employed to retrospectively estimate dispersal pathways of larval fish and invertebrates. However, the accuracy of the approach is generally untested due to the absence of individuals with known dispersal histories. We used genetic parentage analysis (genotyping) to divide 110 new recruits of the orange clownfish, Amphiprion percula, from Kimbe Island, Papua New Guinea, into two groups: ""self-recruiters"" spawned by parents on Kimbe Island and ""immigrants"" that had dispersed from distant reefs (> 10 km away). Analysis of daily increments in sagittal otoliths found no significant difference in PLDs or otolith growth rates between self-recruiting and immigrant larvae. We also quantified otolith Sr/Ca and Ba/Ca ratios during the larval phase using laser ablation inductively coupled plasma mass spectrometry. Again, we found no significant differences in larval profiles of either element between self-recruits and immigrants. Our results highlight the need for caution when interpreting otolith dispersal histories based on natural geochemical tags in the absence of water chemistry data or known-origin larvae with which to test the discriminatory ability of natural tags.","[Berumen, M. L.; Walsh, H. J.; Starczak, V.; Thorrold, S. R.] Woods Hole Oceanog Inst, Dept Biol, Woods Hole, MA 02543 USA; [Berumen, M. L.] King Abdullah Univ Sci & Technol, Red Sea Res Ctr, Thuwal 239556900, Saudi Arabia; [Berumen, M. L.; Jones, G. P.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; [Raventos, N.] Consejo Super Invest Cient, Ctr Estudios Avanzados Blanes, Blanes 17300, Girona, Spain; [Planes, S.] Ctr Rech Insulaires & Observ Environm CRIOBE, CNRS EPHE, USR 3278, Papetoai 98729, Moorea, Fr Polynesia; [Jones, G. P.] James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia",22,10.1007/s00338-010-0652-z,2010
1234,"Thomson, D. P.; Frisch, A. J.","Extraordinarily high coral cover on a nearshore, high-latitude reef in south-west Australia",CORAL REEFS,LORD-HOWE-ISLAND; COMMUNITY STRUCTURE; EASTERN AUSTRALIA; PHASE-SHIFTS; PATTERNS; SCALE; JAPAN,"Photographic line transects were used to quantify the benthic community at Hall Bank, a small, nearshore, high-latitude reef in south-west Australia. On one of the seven transects, the coral cover was 72.5% (mean = 52.6 +/- A 0.45%), which is the highest ever recorded coral cover at or beyond 32A degrees S. There were no macro-algae, possibly due to the high density of herbivorous sea-urchins (mean = 5.0 +/- A 0.8 m(-2)). Fourteen species of scleractinian corals dominated the benthos, seven of which were from the family Faviidae. Given that Hall Bank is at the limit of environmental tolerance for reef formation, it represents a valuable research opportunity for understanding the factors that build and maintain coral reef biodiversity and resilience.","[Thomson, D. P.] CSIRO Marine & Atmospher Res, Perth, WA, Australia; [Frisch, A. J.] Great Barrier Reef Marine Pk Author, Ecosyst Conservat & Sustainable Use Grp, Townsville, Qld, Australia",20,10.1007/s00338-010-0650-1,2010
1235,"Vargas-Angel, Bernardo",Crustose coralline algal diseases in the US-Affiliated Pacific Islands,CORAL REEFS,GREAT-BARRIER-REEF; NORTHWESTERN HAWAIIAN-ISLANDS; BLACK-BAND DISEASE; PRODUCTIVITY; SETTLEMENT; COMMUNITIES; PREVALENCE; PATHOGEN; ECOLOGY; CLOD,"Despite the critical role of crustose coralline algae (CCA) in coral reef formation, maintenance, and ecology, little is known about coralline algal disease abundance, distribution, etiology, or the potential implications of declining CCA flora. This paper presents the first quantitative study of CCA disease on U.S. Pacific coral reefs, based on Rapid Ecological Assessments conducted at 337 discrete sites, at 42 different U.S.-Affiliated Pacific Islands and Atolls, within 5 major geographical regions: main Hawaiian Islands, Northwestern Hawaiian Islands, American Samoa, the Pacific Remote Island Areas (PRIA), and Guam and the Commonwealth of the Northern Mariana Islands (CNMI). Five major disease categories were enumerated, and a disease occurrence index was estimated, based on case counts relative to percent CCA cover. CCA disease occurrence exhibited considerable spatial variability both between and within islands/atolls, with some regions being disproportionately affected by disease. No diseases were observed at remote Johnston and Wake Atolls, or the main Hawaiian Islands. Diseases were rare in the Northwestern Hawaiian Islands and the Northern Mariana Islands; occasional to common around the PRIA, and common to abundant in American Samoa, Guam, and the Southern Mariana Islands. Pacific-wide, disease occurrence was statistically associated with CCA percent cover and sea surface temperatures (SSTs) but not with human population density; nonetheless, disease occurrence and population density were statistically correlated for those islands containing disease. Although Pacific-wide, the occurrence of disease was low, with no active outbreaks detected in any region, hot spots of disease were detected around Guam, the southern CNMI, American Samoa, and the PRIA. The high levels of spatial and temporal variability in disease occurrence herein underscore the patchy nature and fluctuating distribution dynamics of these afflictions. Also, the widespread dispersal capabilities and extraordinary infective properties of some of these pathogens highlight the importance of better understanding CCA disease dynamics and discerning the relative threat levels on coral reef ecosystems.","Univ Hawaii, Joint Inst Marine & Atmospher Res, Natl Ocean & Atmospher Adm,Coral Reef Ecosyst Div, Natl Marine Fisheries Serv,Pacif Isl Fisheries Sc, Honolulu, HI 96814 USA",17,10.1007/s00338-010-0646-x,2010
1236,"Stella, J. S.; Jones, G. P.; Pratchett, M. S.",Variation in the structure of epifaunal invertebrate assemblages among coral hosts,CORAL REEFS,GREAT-BARRIER-REEF; POCILLOPORA-DAMICORNIS; HABITAT COMPLEXITY; FISH COMMUNITIES; MARINE RESERVES; CLIMATE-CHANGE; BIODIVERSITY; CONSERVATION; SPECIALIZATION; AUSTRALIA,"The high biodiversity of coral reefs is attributable to the many invertebrate groups which live in symbiotic relationships with other reef organisms, particularly those which associate with the living coral habitat. However, few studies have examined the diversity and community structure of coral-dwelling invertebrates and how they vary among coral species. This study quantified the species richness and composition of animals associated with four common species of branching corals (Acropora nasuta, A. millepora, Pocillopora damicornis, and Seriatopora hystrix) at Lizard Island in the northern Great Barrier Reef. One hundred and seventy-eight nominal species from 12 different phyla were extracted across 50 replicate colonies of each coral host. A single coral colony, approximately 20 cm in diameter, harbored as many as 73 individuals and 24 species. There were substantial differences in invertebrate species composition among coral hosts of different families as well as genera. Twenty-seven species (15% of all taxa collected) were found on only one of the four different coral species, which may potentially indicate some level of specialization among coral hosts. The distinct assemblages on different coral species, and the presence of potential specialists, suggests invertebrate communities will be sensitive to the differential loss of branching coral species resulting from coral reef degradation.","[Stella, J. S.; Jones, G. P.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia",53,10.1007/s00338-010-0648-8,2010
1237,"Weeks, S. J.; Bakun, A.; Steinberg, C. R.; Brinkman, R.; Hoegh-Guldberg, O.",The Capricorn Eddy: a prominent driver of the ecology and future of the southern Great Barrier Reef,CORAL REEFS,CORAL-REEF; AGULHAS CURRENT; CLIMATE-CHANGE; EL-NINO; CIRCULATION; OCEAN; SATELLITE; TEMPERATURE; AUSTRALIA; EVOLUTION,"This study focuses on a mesoscale eddy feature, the 'Capricorn Eddy', that typically forms within an indentation of the continental shelf in the southern GBR system. Satellite data at moderate resolution (1 km) are used to examine relevant mesoscale and sub-mesoscale sea surface dynamics. Available in situ measurements and model data are used to validate the satellite observations and to specify the nature of the processes occurring within the water column itself. The characteristic features are identified and physical theory employed to develop an understanding of associated processes. In particular, the effect of the eddy in raising cooler, nutrient-enriched oceanic subsurface water and transporting it to the reef zone, and eventually into the lagoon, is shown. This study demonstrates that the linkages between large-scale oceanography and the meso- and sub-mesoscale patterns are crucial to determining biologic responses on the scale of reef communities and may be key to understanding climate change impacts at the relevant spatial scales.","[Weeks, S. J.; Hoegh-Guldberg, O.] Univ Queensland, Global Change Inst, St Lucia, Qld 4072, Australia; [Weeks, S. J.] Univ Queensland, Ctr Spatial Environm Res, St Lucia, Qld 4072, Australia; [Bakun, A.] Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, FL 33149 USA; [Steinberg, C. R.; Brinkman, R.] Australian Inst Marine Sci, Townsville, Qld 4810, Australia",38,10.1007/s00338-010-0644-z,2010
1238,"Moore, Cordelia H.; Harvey, Euan S.; Van Niel, Kimberly",The application of predicted habitat models to investigate the spatial ecology of demersal fish assemblages,MARINE BIOLOGY,UNDERWATER VIDEO STATIONS; REEF MARINE PARK; SOUTHERN AUSTRALIAN EMBAYMENT; PLANT-SPECIES DISTRIBUTION; NORTHEASTERN NEW-ZEALAND; CORAL-REEF; VISUAL CENSUS; COMMUNITY STRUCTURE; RELATIVE DENSITY; CRAB SURVIVAL,"Benthic habitats are known to influence the abundance and richness of demersal fish assemblages; however, little is known about how habitat structure and composition influences these distributions at very fine scales. We examined how the benthic environment structures marine fish assemblages using high-resolution bathymetry and accurate predicted benthic habitat maps. Areas characterised by a mosaic of habitat patches supported the highest richness of demersal fishes. A total of 37.4% of the variation in the distribution of the fish assemblage was attributed to 6 significant variables. Depth explained 23.0% of the variation, with the boulders explaining 12.6% and relief 1.4%. The remaining measures (seawhips, light/exposure and solid reef) provided a small (< 1.0%) but significant contribution. Identifying components of the benthic environment important in structuring fish assemblages and understanding how they influence the spatial distribution of marine fishes is imperative for better management of demersal fish populations.","[Moore, Cordelia H.] Univ Western Australia, Australian Inst Marine Sci, Oceans Inst M096, Perth, WA 6009, Australia; [Moore, Cordelia H.; Harvey, Euan S.] Univ Western Australia, Sch Plant Biol M090, Perth, WA 6009, Australia; [Harvey, Euan S.; Van Niel, Kimberly] Univ Western Australia, Oceans Inst M470, Perth, WA 6009, Australia; [Van Niel, Kimberly] Univ Western Australia, Sch Earth & Environm M004, Perth, WA 6009, Australia",42,10.1007/s00227-010-1531-4,2010
1239,"McCauley, Douglas J.; Micheli, Fiorenza; Young, Hillary S.; Tittensor, Derek P.; Brumbaugh, Daniel R.; Madin, Elizabeth M. P.; Holmes, Katherine E.; Smith, Jennifer E.; Lotze, Heike K.; DeSalles, Paul A.; Arnold, Suzanne N.; Worm, Boris",Acute effects of removing large fish from a near-pristine coral reef,MARINE BIOLOGY,ECOLOGICAL CONSEQUENCES; CHEMICAL DEFENSES; PREDATION RISK; HABITAT USE; RECRUITMENT; STRATEGIES; HERBIVORY; SURVIVAL; ISLANDS; COMMUNITIES,"Large animals are severely depleted in many ecosystems, yet we are only beginning to understand the ecological implications of their loss. To empirically measure the short-term effects of removing large animals from an ocean ecosystem, we used exclosures to remove large fish from a near-pristine coral reef at Palmyra Atoll, Central Pacific Ocean. We identified a range of effects that followed from the removal of these large fish. These effects were revealed within weeks of their removal. Removing large fish (1) altered the behavior of prey fish; (2) reduced rates of herbivory on certain species of reef algae; (3) had both direct positive (reduced mortality of coral recruits) and indirect negative (through reduced grazing pressure on competitive algae) impacts on recruiting corals; and (4) tended to decrease abundances of small mobile benthic invertebrates. Results of this kind help advance our understanding of the ecological importance of large animals in ecosystems.","[McCauley, Douglas J.; Micheli, Fiorenza] Stanford Univ, Hopkins Marine Stn, Pacific Grove, CA 93950 USA; [Young, Hillary S.; DeSalles, Paul A.] Stanford Univ, Dept Biol, Stanford, CA 94305 USA; [Tittensor, Derek P.; Lotze, Heike K.; Worm, Boris] Dalhousie Univ, Dept Biol, Halifax, NS B3H 4J1, Canada; [Brumbaugh, Daniel R.; Holmes, Katherine E.] Amer Museum Nat Hist, Ctr Biodivers & Conservat, New York, NY 10024 USA; [Brumbaugh, Daniel R.] Univ Calif Santa Cruz, Inst Marine Sci, Santa Cruz, CA 95060 USA; [Madin, Elizabeth M. P.] Univ Calif Santa Barbara, Dept Ecol Evolut & Marine Biol, Santa Barbara, CA 93106 USA; [Holmes, Katherine E.] Wildlife Conservat Soc, Marine Program, Kavieng, New Ireland Pro, Papua N Guinea; [Smith, Jennifer E.] Univ Calif San Diego, Scripps Inst Oceanog, La Jolla, CA 92093 USA; [Arnold, Suzanne N.] Univ Maine, Darling Marine Ctr, Walpole, ME 04573 USA",30,10.1007/s00227-010-1533-2,2010
