ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
1776,"Cooper, Timothy F.; O'Leary, Rebecca A.; Lough, Janice M.",Growth of Western Australian Corals in the Anthropocene,SCIENCE,GREAT-BARRIER-REEF; OCEAN ACIDIFICATION; CLIMATE-CHANGE; ANTHROPOGENIC CO2; CARBON; PORITES; SEA; CALCIFICATION; ECOSYSTEMS; METABOLISM,Anthropogenic increases of atmospheric carbon dioxide lead to warmer sea surface temperatures and altered ocean chemistry. Experimental evidence suggests that coral calcification decreases as aragonite saturation drops but increases as temperatures rise toward thresholds optimal for coral growth. In situ studies have documented alarming recent declines in calcification rates on several tropical coral reef ecosystems. We show there is no widespread pattern of consistent decline in calcification rates of massive Porites during the 20th century on reefs spanning an 11 degrees latitudinal range in the southeast Indian Ocean off Western Australia. Increasing calcification rates on the high-latitude reefs contrast with the downward trajectory reported for corals on Australia's Great Barrier Reef and provide additional evidence that recent changes in coral calcification are responses to temperature rather than ocean acidification.,"[Cooper, Timothy F.; O'Leary, Rebecca A.] Univ Western Australia, Australian Inst Marine Sci, Oceans Inst, Crawley 6009, Australia; [Lough, Janice M.] Australian Inst Marine Sci, Townsville, Qld 4810, Australia",85,10.1126/science.1214570,2012
1777,"Hoegh-Guldberg, Ove; Ortiz, Juan Carlos; Dove, Sophie",The Future of Coral Reefs,SCIENCE,,,"[Hoegh-Guldberg, Ove] Univ Queensland, Global Change Inst, St Lucia, Qld 4072, Australia; Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072, Australia",20,10.1126/science.334.6062.1494-b,2011
1778,"Pandolfi, John M.; Connolly, Sean R.; Marshall, Dustin J.; Cohen, Anne L.",The Future of Coral Reefs Response,SCIENCE,CLIMATE-CHANGE; EVOLUTION; RATES,,"[Pandolfi, John M.] Australian Res Council, Ctr Excellence Coral Reef Studies, St Lucia, Qld 4072, Australia; [Pandolfi, John M.; Marshall, Dustin J.] Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072, Australia; [Connolly, Sean R.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4011, Australia; [Connolly, Sean R.] James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4011, Australia; [Cohen, Anne L.] Woods Hole Oceanog Inst, Dept Geol & Geophys, Woods Hole, MA 02543 USA",6,10.1126/science.334.6062.1495,2011
1779,"Bohlen, Christopher J.; Chesler, Alexander T.; Sharif-Naeini, Reza; Medzihradszky, Katalin F.; Zhou, Sharleen; King, David; Sanchez, Elda E.; Burlingame, Alma L.; Basbaum, Allan I.; Julius, David",A heteromeric Texas coral snake toxin targets acid-sensing ion channels to produce pain,NATURE,CAPSAICIN RECEPTOR; SENSORY NEURONS; VENOMS; MICE; CONTRIBUTES; CURRENTS; STIMULI; ASICS; TRPV1,"Natural products that elicit discomfort or pain represent invaluable tools for probing molecular mechanisms underlying pain sensation(1). Plant-derived irritants have predominated in this regard, but animal venoms have also evolved to avert predators by targeting neurons and receptors whose activation produces noxious sensations(2-6). As such, venoms provide a rich and varied source of small molecule and protein pharmacophores(7,8) that can be exploited to characterize and manipulate key components of the pain-signalling pathway. With this in mind, here we perform an unbiased in vitro screen to identify snake venoms capable of activating somatosensory neurons. Venom from the Texas coral snake (Micrurus tener tener), whose bite produces intense and unremitting pain(9), excites a large cohort of sensory neurons. The purified active species (MitTx) consists of a heteromeric complex between Kunitz- and phospholipase-A2-like proteins that together function as a potent, persistent and selective agonist for acid-sensing ion channels (ASICs), showing equal or greater efficacy compared with acidic pH. MitTx is highly selective for the ASIC1 subtype at neutral pH; under more acidic conditions (pH < 6.5), MitTx massively potenti ates (>100-fold) proton-evoked activation of ASIC2a channels. These observations raise the possibility that ASIC channels function as coincidence detectors for extracellular protons and other, as yet unidentified, endogenous factors. Purified MitTx elicits robust pain-related behaviour in mice by activation of ASIC1 channels on capsaicin-sensitive nerve fibres. These findings reveal a mechanism whereby snake venoms produce pain, and highlight an unexpected contribution of ASIC1 channels to nociception.","[Bohlen, Christopher J.; Chesler, Alexander T.; Julius, David] Univ Calif San Francisco, Dept Physiol, San Francisco, CA 94158 USA; [Sharif-Naeini, Reza; Basbaum, Allan I.] Univ Calif San Francisco, Dept Anat, San Francisco, CA 94158 USA; [Medzihradszky, Katalin F.; Burlingame, Alma L.] Univ Calif San Francisco, Dept Pharmaceut Chem, San Francisco, CA 94158 USA; [Zhou, Sharleen; King, David] Univ Calif Berkeley, Howard Hughes Med Inst, Mass Spectrometry Lab, Berkeley, CA 94720 USA; [Sanchez, Elda E.] Texas A&M Univ, Dept Chem, Kingsville, TX 78363 USA; [Sanchez, Elda E.] Texas A&M Univ, Natl Nat Toxins Res Ctr, Kingsville, TX 78363 USA",165,10.1038/nature10607,2011
1780,"Shinzato, Chuya; Shoguchi, Eiichi; Kawashima, Takeshi; Hamada, Mayuko; Hisata, Kanako; Tanaka, Makiko; Fujie, Manabu; Fujiwara, Mayuki; Koyanagi, Ryo; Ikuta, Tetsuro; Fujiyama, Asao; Miller, David J.; Satoh, Nori",Using the Acropora digitifera genome to understand coral responses to environmental change,NATURE,IMMUNE GENE REPERTOIRE; CLIMATE-CHANGE; REVEALS; COMPLEXITY; BIOSYNTHESIS; ALIGNMENTS; MECHANISMS; EVOLUTION; SEQUENCE; DATABASE,"Despite the enormous ecological and economic importance of coral reefs, the keystone organisms in their establishment, the scleractinian corals, increasingly face a range of anthropogenic challenges including ocean acidification and seawater temperature rise(1-4). To understand better the molecular mechanisms underlying coral biology, here we decoded the approximately 420-megabase genome of Acropora digitifera using next-generation sequencing technology. This genome contains approximately 23,700 gene models. Molecular phylogenetics indicate that the coral and the sea anemone Nematostella vectensis diverged approximately 500 million years ago, considerably earlier than the time over which modern corals are represented in the fossil record (similar to 240 million years ago)(5). Despite the long evolutionary history of the endosymbiosis, no evidence was found for horizontal transfer of genes from symbiont to host. However, unlike several other corals, Acropora seems to lack an enzyme essential for cysteine biosynthesis, implying dependency of this coral on its symbionts for this amino acid. Corals inhabit environments where they are frequently exposed to high levels of solar radiation, and analysis of the Acropora genome data indicates that the coral host can independently carry out de novo synthesis of mycosporine-like amino acids, which are potent ultraviolet-protective compounds. In addition, the coral innate immunity repertoire is notably more complex than that of the sea anemone, indicating that some of these genes may have roles in symbiosis or coloniality. A number of genes with putative roles in calcification were identified, and several of these are restricted to corals. The coral genome provides a platform for understanding the molecular basis of symbiosis and responses to environmental changes.","[Shinzato, Chuya; Shoguchi, Eiichi; Kawashima, Takeshi; Hamada, Mayuko; Hisata, Kanako; Tanaka, Makiko; Fujiwara, Mayuki; Koyanagi, Ryo; Ikuta, Tetsuro; Satoh, Nori] Okinawa Inst Sci & Technol Promot Corp, Marine Genom Unit, Okinawa 9040412, Japan; [Fujiyama, Asao] Natl Inst Genet, Mishima, Shizuoka 4118540, Japan; [Fujie, Manabu] Okinawa Inst Sci & Technol Promot Corp, DNA Sequencing Ctr Sect, Okinawa 9040412, Japan; [Miller, David J.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; [Miller, David J.] James Cook Univ, Sch Pharm & Mol Sci, Townsville, Qld 4811, Australia",389,10.1038/nature10249,2011
1781,"Beaufort, L.; Probert, I.; de Garidel-Thoron, T.; Bendif, E. M.; Ruiz-Pino, D.; Metzl, N.; Goyet, C.; Buchet, N.; Coupel, P.; Grelaud, M.; Rost, B.; Rickaby, R. E. M.; de Vargas, C.",Sensitivity of coccolithophores to carbonate chemistry and ocean acidification,NATURE,EMILIANIA-HUXLEYI PRYMNESIOPHYCEAE; ATMOSPHERIC CO2; REDUCED CALCIFICATION; CALCIUM-CARBONATE; SEA; PHOTOSYNTHESIS; PCO(2); LIGHT,"About one-third of the carbon dioxide (CO(2)) released into the atmosphere as a result of human activity has been absorbed by the oceans(1), where it partitions into the constituent ions of carbonic acid. This leads to ocean acidification, one of the major threats to marine ecosystems(2) and particularly to calcifying organisms such as corals(3,4), foraminifera(5-7) and coccolithophores(8). Coccolithophores are abundant phytoplankton that are responsible for a large part of modern oceanic carbonate production. Culture experiments investigating the physiological response of coccolithophore calcification to increased CO(2) have yielded contradictory results between and even within species(8-11). Here we quantified the calcite mass of dominant coccolithophores in the present ocean and over the past forty thousand years, and found a marked pattern of decreasing calcification with increasing partial pressure of CO(2) and concomitant decreasing concentrations of CO(3)(2-). Our analyses revealed that differentially calcified species and morphotypes are distributed in the ocean according to carbonate chemistry. A substantial impact on the marine carbon cycle might be expected upon extrapolation of this correlation to predicted ocean acidification in the future. However, our discovery of a heavily calcified Emiliania huxleyi morphotype in modern waters with low pH highlights the complexity of assemblage-level responses to environmental forcing factors.","[Beaufort, L.; de Garidel-Thoron, T.; Buchet, N.; Grelaud, M.] Univ Aix Marseille, CNRS, CEREGE, F-13545 Aix En Provence 4, France; [Probert, I.; Bendif, E. M.; de Vargas, C.] Univ Paris 06, Stn Biol Roscoff, CNRS, F-29680 Roscoff, France; [Ruiz-Pino, D.; Metzl, N.; Coupel, P.] Univ Paris 06, LOCEAN IPSL, CNRS, F-75252 Paris 5, France; [Goyet, C.] Univ Perpignan, F-66860 Perpignan 9, France; [Rost, B.] Alfred Wegener Inst, D-27570 Bremerhaven, Germany; [Rickaby, R. E. M.] Univ Oxford, Dept Earth Sci, Oxford OX1 30R, England",236,10.1038/nature10295,2011
1782,"Pandolfi, John M.; Connolly, Sean R.; Marshall, Dustin J.; Cohen, Anne L.",Projecting Coral Reef Futures Under Global Warming and Ocean Acidification,SCIENCE,GREAT-BARRIER-REEF; CARBONATE-ION CONCENTRATION; CO2 PARTIAL-PRESSURE; CLIMATE-CHANGE; SCLERACTINIAN CORALS; BLEACHING EVENT; THERMAL-STRESS; THERMOHALINE CIRCULATION; LAST DEGLACIATION; PORITES-COMPRESSA,"Many physiological responses in present-day coral reefs to climate change are interpreted as consistent with the imminent disappearance of modern reefs globally because of annual mass bleaching events, carbonate dissolution, and insufficient time for substantial evolutionary responses. Emerging evidence for variability in the coral calcification response to acidification, geographical variation in bleaching susceptibility and recovery, responses to past climate change, and potential rates of adaptation to rapid warming supports an alternative scenario in which reef degradation occurs with greater temporal and spatial heterogeneity than current projections suggest. Reducing uncertainty in projecting coral reef futures requires improved understanding of past responses to rapid climate change; physiological responses to interacting factors, such as temperature, acidification, and nutrients; and the costs and constraints imposed by acclimation and adaptation.","[Pandolfi, John M.] ARC, Ctr Excellence Coral Reef Studies, St Lucia, Qld 4072, Australia; [Pandolfi, John M.; Marshall, Dustin J.] Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072, Australia; [Connolly, Sean R.] James Cook Univ, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4011, Australia; [Connolly, Sean R.] James Cook Univ, Sch Marine & Trop Biol, Townsville, Qld 4011, Australia; [Cohen, Anne L.] Woods Hole Oceanog Inst, Dept Geol & Geophys, Woods Hole, MA 02543 USA",555,10.1126/science.1204794,2011
1783,"Watanabe, Tsuyoshi; Suzuki, Atsushi; Minobe, Shoshiro; Kawashima, Tatsunori; Kameo, Koji; Minoshima, Kayo; Aguilar, Yolanda M.; Wani, Ryoji; Kawahata, Hodaka; Sowa, Kohki; Nagai, Takaya; Kase, Tomoki",Permanent El Nino during the Pliocene warm period not supported by coral evidence,NATURE,SEA-SURFACE TEMPERATURE; SOUTHERN-OSCILLATION; TROPICAL PACIFIC; CLIMATE; VARIABILITY; PRECIPITATION; PATTERNS; EPOCH,"The El Nino/Southern Oscillation (ENSO) system during the Pliocene warm period (PWP; 3-5 million years ago) may have existed in a permanent El Nino state with a sharply reduced zonal sea surface temperature (SST) gradient in the equatorial Pacific Ocean(1). This suggests that during the PWP, when global mean temperatures and atmospheric carbon dioxide concentrations were similar to those projected for near-term climate change(2), ENSO variability-and related global climate teleconnections-could have been radically different from that today. Yet, owing to a lack of observational evidence on seasonal and interannual SST variability from crucial low-latitude sites, this fundamental climate characteristic of the PWP remains controversial(1,3-10). Here we show that permanent El Nino conditions did not exist during the PWP. Our spectral analysis of the delta(18)O SST and salinity proxy, extracted from two 35-year, monthly resolved PWP Porites corals in the Philippines, reveals variability that is similar to present ENSO variation. Although our fossil corals cannot be directly compared with modern ENSO records, two lines of evidence suggest that Philippine corals are appropriate ENSO proxies. First, delta(18)O anomalies from a nearby live Porites coral are correlated with modern records of ENSO variability. Second, negative-delta(18)O events in the fossil corals closely resemble the decreases in delta(18)O seen in the live coral during El Nino events. Prior research advocating a permanent El Nino state may have been limited by the coarse resolution of many SST proxies, whereas our coral-based analysis identifies climate variability at the temporal scale required to resolve ENSO structure firmly.","[Watanabe, Tsuyoshi; Minobe, Shoshiro; Kawashima, Tatsunori; Sowa, Kohki; Nagai, Takaya] Hokkaido Univ, Dept Nat Hist Sci, Fac Sci, Sapporo, Hokkaido 0600810, Japan; [Suzuki, Atsushi; Minoshima, Kayo] Natl Inst Adv Ind Sci & Technol, Geol Survey Japan, Tsukuba, Ibaraki 3058567, Japan; [Kameo, Koji] Chiba Univ, Dept Earth Sci, Fac Sci, Chiba 2638522, Japan; [Aguilar, Yolanda M.] Mines & Geosci Bur, Petrolab, Quezon City 1101, Philippines; [Wani, Ryoji] Yokohama Natl Univ, Interdisciplinary Res Ctr, Yokohama, Kanagawa 2408501, Japan; [Kawahata, Hodaka] Univ Tokyo, Atmosphere & Ocean Res Inst, Kashiwa, Chiba 2775564, Japan; [Kase, Tomoki] Natl Museum Nat & Sci, Dept Geol & Paleontol, Tokyo 1690073, Japan",69,10.1038/nature09777,2011
1784,"Levy, O.; Kaniewska, P.; Alon, S.; Eisenberg, E.; Karako-Lampert, S.; Bay, L. K.; Reef, R.; Rodriguez-Lanetty, M.; Miller, D. J.; Hoegh-Guldberg, O.",Complex Diel Cycles of Gene Expression in Coral-Algal Symbiosis,SCIENCE,ACROPORA-MILLEPORA; LIGHT,,"[Bay, L. K.; Miller, D. J.; Hoegh-Guldberg, O.] James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia; [Levy, O.; Karako-Lampert, S.] Bar Ilan Univ, Mina & Everard Goodman Fac Life Sci, IL-52900 Ramat Gan, Israel; [Levy, O.; Kaniewska, P.; Reef, R.; Rodriguez-Lanetty, M.; Hoegh-Guldberg, O.] Univ Queensland, Global Change Inst, St Lucia, Qld 4072, Australia; [Alon, S.] Tel Aviv Univ, Fac Life Sci, Dept Neurobiol, IL-69978 Tel Aviv, Israel; [Eisenberg, E.] Tel Aviv Univ, Raymond & Beverly Sackler Sch Phys & Astron, IL-69978 Tel Aviv, Israel; [Reef, R.] Univ Queensland, Sch Biol Sci, St Lucia, Qld 4072, Australia; [Rodriguez-Lanetty, M.] Univ Louisiana Lafayette, Dept Biol, Lafayette, LA 70504 USA",71,10.1126/science.1196419,2011
1785,"Normile, Dennis",MARINE ECOLOGY Hard Summer for Corals Kindles Fears for Survival of Reefs,SCIENCE,,,,6,10.1126/science.329.5995.1001,2010
1786,"Cantin, Neal E.; Cohen, Anne L.; Karnauskas, Kristopher B.; Tarrant, Ann M.; McCorkle, Daniel C.",Ocean Warming Slows Coral Growth in the Central Red Sea,SCIENCE,GREAT-BARRIER-REEF; CLIMATE-CHANGE; TEMPERATURE; CALCIFICATION; MECHANISM; PHOTOSYNTHESIS; PORITES; RATES,"Sea surface temperature (SST) across much of the tropics has increased by 0.4 degrees to 1 degrees C since the mid-1970s. A parallel increase in the frequency and extent of coral bleaching and mortality has fueled concern that climate change poses a major threat to the survival of coral reef ecosystems worldwide. Here we show that steadily rising SSTs, not ocean acidification, are already driving dramatic changes in the growth of an important reef-building coral in the central Red Sea. Three-dimensional computed tomography analyses of the massive coral Diploastrea heliopora reveal that skeletal growth of apparently healthy colonies has declined by 30% since 1998. The same corals responded to a short-lived warm event in 1941/1942, but recovered within 3 years as the ocean cooled. Combining our data with climate model simulations by the Intergovernmental Panel on Climate Change, we predict that should the current warming trend continue, this coral could cease growing altogether by 2070.","[Cantin, Neal E.; Cohen, Anne L.; Karnauskas, Kristopher B.; Tarrant, Ann M.; McCorkle, Daniel C.] Woods Hole Oceanog Inst, Woods Hole, MA 02543 USA",204,10.1126/science.1190182,2010
1787,"Budd, Ann F.; Pandolfi, John M.",Evolutionary Novelty Is Concentrated at the Edge of Coral Species Distributions,SCIENCE,MONTASTRAEA-ANNULARIS; REEF CORAL; BIODIVERSITY HOTSPOTS; CLIMATE-CHANGE; CONSERVATION PRIORITIES; CARIBBEAN CORALS; SPAWNING CORALS; COMPLEX; HYBRIDIZATION; SPECIATION,"Conservation priorities are calculated on the basis of species richness, endemism, and threats. However, areas ranked highly for these factors may not represent regions of maximal evolutionary potential. The relationship between geography and evolutionary innovation was analyzed in a dominant complex of Caribbean reef corals, in which morphological and genetic data concur on species differences. Based on geometric morphometrics of Pleistocene corals and genetically characterized modern colonies, we found that morphological disparity varies from the center to the edge of the Caribbean, and we show that lineages are static at well-connected central locations but split or fuse in edge zones where gene flow is limited. Thus, conservation efforts in corals should focus not only on the centers of diversity but also on peripheral areas of species ranges and population connectivity.","[Budd, Ann F.] Univ Iowa, Dept Geosci, Iowa City, IA 52242 USA; [Pandolfi, John M.] Univ Queensland, Sch Biol Sci, Ctr Marine Studies, Brisbane, Qld, Australia; [Pandolfi, John M.] Univ Queensland, Australian Res Council, Ctr Excellence Coral Reef Studies, Brisbane, Qld, Australia",59,10.1126/science.1188947,2010
1788,"Bard, Edouard; Hamelin, Bruno; Delanghe-Sabatier, Doriane",Deglacial Meltwater Pulse 1B and Younger Dryas Sea Levels Revisited with Boreholes at Tahiti,SCIENCE,ANTARCTIC ICE-SHEET; U-TH AGES; LAST DEGLACIATION; MASS-SPECTROMETRY; REEF GROWTH; CORALS; RECORD; BARBADOS; PACIFIC; CIRCULATION,"Reconstructing sea-level changes during the last deglaciation provides a way of understanding the ice dynamics that can perturb large continental ice sheets. The resolution of the few sea-level records covering the critical time interval between 14,000 and 9,000 calendar years before the present is still insufficient to draw conclusions about sea-level changes associated with the Younger Dryas cold event and the meltwater pulse 1B (MWP-1B). We used the uranium-thorium method to date shallow-living corals from three new cores drilled onshore in the Tahiti barrier reef. No significant discontinuity can be detected in the sea-level rise during the MWP-1B period. The new Tahiti sea-level record shows that the sea-level rise slowed down during the Younger Dryas before accelerating again during the Holocene.","[Bard, Edouard; Hamelin, Bruno; Delanghe-Sabatier, Doriane] Univ Aix Marseille, Inst Rech Dev, Coll France, CEREGE,UMR 6635,CNRS, F-13545 Aix En Provence 4, France",201,10.1126/science.1180557,2010
1789,"Milner, Richard",The Coral Thief,SCIENCE,,,,0,10.1126/science.1184006,2010
1790,"Kiessling, Wolfgang; Simpson, Carl; Foote, Michael",Reefs as Cradles of Evolution and Sources of Biodiversity in the Phanerozoic,SCIENCE,MARINE FOSSIL RECORD; LATITUDINAL GRADIENTS; HABITAT COMPLEXITY; DIVERSITY; DYNAMICS; CORALS; COMMUNITIES; PATTERNS; DIVERSIFICATION; ORIGINATION,"Large-scale biodiversity gradients among environments and habitats are usually attributed to a complex array of ecological and evolutionary factors. We tested the evolutionary component of such gradients by compiling the environments of the geologically oldest occurrences of marine genera and using sampling standardization to assess if originations tended to be clustered in particular environments. Shallow, tropical environments and carbonate substrates all tend to have harbored high origination rates. Diversity within these environments tended to be preferentially generated in reefs, probably because of their habitat complexity. Reefs were also prolific at exporting diversity to other environments, which might be a consequence of low-diversity habitats being more susceptible to invasions.","[Kiessling, Wolfgang; Simpson, Carl] Humboldt Univ, Leibniz Inst Res Evolut & Biodivers, Museum Nat Kunde, D-10115 Berlin, Germany; [Foote, Michael] Univ Chicago, Dept Geophys Sci, Chicago, IL 60637 USA",84,10.1126/science.1182241,2010
1791,"Elsig, Joachim; Schmitt, Jochen; Leuenberger, Daiana; Schneider, Robert; Eyer, Marc; Leuenberger, Markus; Joos, Fortunat; Fischer, Hubertus; Stocker, Thomas F.",Stable isotope constraints on Holocene carbon cycle changes from an Antarctic ice core,NATURE,ATMOSPHERIC CO2; TERRESTRIAL; DYNAMICS; RECORD; AGE; VARIABILITY; PEATLANDS; DIOXIDE; CLIMATE; SINK,"Reconstructions of atmospheric CO2 concentrations based on Antarctic ice cores(1,2) reveal significant changes during the Holocene epoch, but the processes responsible for these changes in CO2 concentrations have not been unambiguously identified. Distinct characteristics in the carbon isotope signatures of the major carbon reservoirs (ocean, biosphere, sediments and atmosphere) constrain variations in the CO2 fluxes between those reservoirs. Here we present a highly resolved atmospheric delta C-13 record for the past 11,000 years from measurements on atmospheric CO2 trapped in an Antarctic ice core. From mass-balance inverse model calculations(3,4) performed with a simplified carbon cycle model, we show that the decrease in atmospheric CO2 of about 5 parts per million by volume (p.p.m.v.). The increase in delta C-13 of about 0.25 parts per thousand during the early Holocene is most probably the result of a combination of carbon uptake of about 290 gigatonnes of carbon by the land biosphere and carbon release from the ocean in response to carbonate compensation of the terrestrial uptake during the termination of the last ice age. The 20 p.p.m.v. increase of atmospheric CO2 and the small decrease in delta C-13 of about 0.05 parts per thousand during the later Holocene can mostly be explained by contributions from carbonate compensation of earlier land-biosphere uptake and coral reef formation, with only a minor contribution from a small decrease of the land-biosphere carbon inventory.","[Elsig, Joachim; Schmitt, Jochen; Leuenberger, Daiana; Schneider, Robert; Eyer, Marc; Leuenberger, Markus; Joos, Fortunat; Fischer, Hubertus; Stocker, Thomas F.] Univ Bern, Inst Phys, CH-3012 Bern, Switzerland; [Elsig, Joachim; Schmitt, Jochen; Leuenberger, Daiana; Schneider, Robert; Eyer, Marc; Leuenberger, Markus; Joos, Fortunat; Fischer, Hubertus; Stocker, Thomas F.] Univ Bern, Oeschger Ctr Climate Change Res, CH-3012 Bern, Switzerland; [Schmitt, Jochen; Fischer, Hubertus] Alfred Wegener Inst Polar & Marine Res AWI, D-27568 Bremerhaven, Germany",118,10.1038/nature08393,2009
1792,"Normile, Dennis",Bringing Coral Reefs Back From the Living Dead,SCIENCE,,,,6,10.1126/science.325_559,2009
1793,"Weis, V. M.; Allemand, D.","What determines coral health? (vol 324, pg 1153, 2009)",SCIENCE,,,"[Allemand, D.] Univ Nice Sophia Antipolis, Fac Sci, F-06108 Nice 2, France; [Allemand, D.] Ctr Sci Monaco, MC-98000 Monaco, Monaco",0,,2009
1794,"Weis, Virginia M.; Allemand, Denis",What Determines Coral Health?,SCIENCE,REEF-BUILDING CORALS; THERMAL-STRESS; OXIDATIVE STRESS; GENE-EXPRESSION; SEA-ANEMONE; MECHANISMS; SYMBIOSIS; PROTEIN; BIOMINERALIZATION; ACIDIFICATION,,"[Weis, Virginia M.] Oregon State Univ, Dept Zool, Corvallis, OR 97331 USA; [Allemand, Denis] Ctr Sci Monaco, MC-98000 Monaco, Monaco; [Allemand, Denis] Univ Nice Sophia Antipolis, Dept Sci Vie, Nice 2, France",53,10.1126/science.1172540,2009
1795,"Thomas, Alex L.; Henderson, Gideon M.; Deschamps, Pierre; Yokoyama, Yusuke; Mason, Andrew J.; Bard, Edouard; Hamelin, Bruno; Durand, Nicolas; Camoin, Gilbert",Penultimate Deglacial Sea-Level Timing from Uranium/Thorium Dating of Tahitian Corals,SCIENCE,LAST INTERGLACIAL PERIOD; VOSTOK ICE CORE; HUON PENINSULA; TERMINATION-II; CLIMATE; DURATION; RECORD; AGES; FLUCTUATIONS; VARIABILITY,"The timing of sea-level change provides important constraints on the mechanisms driving Earth's climate between glacial and interglacial states. Fossil corals constrain the timing of past sea level by their suitability for dating and their growth position close to sea level. The coral-derived age for the last deglaciation is consistent with climate change forced by Northern Hemisphere summer insolation (NHI), but the timing of the penultimate deglaciation is more controversial. We found, by means of uranium/thorium dating of fossil corals, that sea level during the penultimate deglaciation had risen to similar to 85 meters below the present sea level by 137,000 years ago, and that it fluctuated on a millennial time scale during deglaciation. This indicates that the penultimate deglaciation occurred earlier with respect to NHI than the last deglacial, beginning when NHI was at a minimum.","[Thomas, Alex L.; Henderson, Gideon M.; Mason, Andrew J.] Univ Oxford, Dept Earth Sci, Oxford OX1 3PR, England; [Deschamps, Pierre; Bard, Edouard; Hamelin, Bruno; Durand, Nicolas; Camoin, Gilbert] Aix Marseille Univ, CEREGE UMR 6635, CNRS, IRD,Coll France, F-13545 Aix En Provence, France; [Yokoyama, Yusuke] Univ Tokyo, Ocean Res Inst, Tokyo 1648639, Japan; [Yokoyama, Yusuke] Univ Tokyo, Grad Sch Sci, Dept Earth & Planetary Sci, Tokyo 1130033, Japan; [Yokoyama, Yusuke] Japan Agcy Marine Earth Sci & Technol, Inst Res Earth Evolut, Yokosuka, Kanagawa 2370061, Japan",83,10.1126/science.1168754,2009
1796,"Shu, Xiaokun; Royant, Antoine; Lin, Michael Z.; Aguilera, Todd A.; Lev-Ram, Varda; Steinbach, Paul A.; Tsien, Roger Y.",Mammalian Expression of Infrared Fluorescent Proteins Engineered from a Bacterial Phytochrome,SCIENCE,BACTERIOPHYTOCHROME; BILIVERDIN,"Visibly fluorescent proteins (FPs) from jellyfish and corals have revolutionized many areas of molecular and cell biology, but the use of FPs in intact animals, such as mice, has been handicapped by poor penetration of excitation light. We now show that a bacteriophytochrome from Deinococcus radiodurans, incorporating biliverdin as the chromophore, can be engineered into monomeric, infrared-fluorescent proteins (IFPs), with excitation and emission maxima of 684 and 708 nm, respectively; extinction coefficient >90,000 M-1 cm(-1); and quantum yield of 0.07. IFPs express well in mammalian cells and mice and spontaneously incorporate biliverdin, which is ubiquitous as the initial intermediate in heme catabolism but has negligible fluorescence by itself. Because their wavelengths penetrate tissue well, IFPs are suitable for whole-body imaging. The IFPs developed here provide a scaffold for further engineering.","[Shu, Xiaokun; Steinbach, Paul A.; Tsien, Roger Y.] Univ Calif San Diego, Howard Hughes Med Inst, La Jolla, CA 92093 USA; [Shu, Xiaokun; Lin, Michael Z.; Aguilera, Todd A.; Lev-Ram, Varda; Steinbach, Paul A.; Tsien, Roger Y.] Univ Calif San Diego, Dept Pharmacol, La Jolla, CA 92093 USA; [Royant, Antoine] Inst Biol Struct 41, F-38027 Grenoble 1, France; [Tsien, Roger Y.] Univ Calif San Diego, Dept Chem, La Jolla, CA 92093 USA; [Tsien, Roger Y.] Univ Calif San Diego, Dept Biochem, La Jolla, CA 92093 USA",423,10.1126/science.1168683,2009
