ID,AU,TI,SO,KW,AB,AF,TC,DI,PY
1717,"Carpenter, Kent E.; Abrar, Muhammad; Aeby, Greta; Aronson, Richard B.; Banks, Stuart; Bruckner, Andrew; Chiriboga, Angel; Cortes, Jorge; Delbeek, J. Charles; DeVantier, Lyndon; Edgar, Graham J.; Edwards, Alasdair J.; Fenner, Douglas; Guzman, Hector M.; Hoeksema, Bert W.; Hodgson, Gregor; Johan, Ofri; Licuanan, Wilfredo Y.; Livingstone, Suzanne R.; Lovell, Edward R.; Moore, Jennifer A.; Obura, David O.; Ochavillo, Domingo; Polidoro, Beth A.; Precht, William F.; Quibilan, Miledel C.; Reboton, Clarissa; Richards, Zoe T.; Rogers, Alex D.; Sanciangco, Jonnell; Sheppard, Anne; Sheppard, Charles; Smith, Jennifer; Stuart, Simon; Turak, Emre; Veron, John E. N.; Wallace, Carden; Weil, Ernesto; Wood, Elizabeth",One-third of reef-building corals face elevated extinction risk from climate change and local impacts,SCIENCE,ECOSYSTEMS; DISEASE,"The conservation status of 845 zooxanthellate reef- building coral species was assessed by using International Union for Conservation of Nature Red List Criteria. Of the 704 species that could be assigned conservation status, 32.8% are in categories with elevated risk of extinction. Declines in abundance are associated with bleaching and diseases driven by elevated sea surface temperatures, with extinction risk further exacerbated by local- scale anthropogenic disturbances. The proportion of corals threatened with extinction has increased dramatically in recent decades and exceeds that of most terrestrial groups. The Caribbean has the largest proportion of corals in high extinction risk categories, whereas the Coral Triangle ( western Pacific) has the highest proportion of species in all categories of elevated extinction risk. Our results emphasize the widespread plight of coral reefs and the urgent need to enact conservation measures.","[Carpenter, Kent E.; Livingstone, Suzanne R.; Polidoro, Beth A.; Sanciangco, Jonnell; Smith, Jennifer] Old Dominion Univ, IUCN Species Programme SSC & CI Global Marine Spe, Norfolk, VA 23529 USA; [Abrar, Muhammad] Indonesian Inst Sci, Res Ctr Oceanog, Jakarta, Indonesia; [Aeby, Greta] Hawaii Inst Marine Biol, Kaneohe, HI 96744 USA; [Aronson, Richard B.] Dauphin Isl Sea Lab, Dauphin Isl, AL 36528 USA; [Banks, Stuart] Charles Darwin Res Stn Puerto Ayora, Santa Cruz, Galapagos, Ecuador; [Bruckner, Andrew] NOAA Fisheries, Silver Spring, MD 20910 USA; [Bruckner, Andrew] NOAA Coral Reef Conservat Program, Silver Spring, MD 20910 USA; [Chiriboga, Angel] Brown Univ, Providence, RI 02912 USA; [Cortes, Jorge] Univ Costa Rica, Ctr Invest Ciencias Mar & Limnol CIMAR, San Jose, Costa Rica; [Delbeek, J. Charles] Univ Hawaii Manoa, Waikiki Aquarium, Honolulu, HI 96822 USA; [DeVantier, Lyndon; Turak, Emre; Veron, John E. N.] Coral Reef Res, Townsville, Qld 4811, Australia; [Edgar, Graham J.] CI, CABS, Arlington, VA 22202 USA; [Edgar, Graham J.] Univ Tasmania, Tasmanian Aquaculture & Fisheries Inst, Hobart, Tas 7011, Australia; [Edwards, Alasdair J.] Univ Newcastle, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; [Fenner, Douglas] Dept Marine & Wildlife Resources, Pago Pago, AS USA; [Guzman, Hector M.] Smithsonian Trop Res Inst, Balboa 084303092, Panama; [Hoeksema, Bert W.] Natl Museum Nat Hist Naturalis, NL-2333 AA Leiden, Netherlands; [Hodgson, Gregor] Reef Check Fdn, Pacific Palisades, CA 90272 USA; [Johan, Ofri] Res Ctr Aquaculture, Jakarta, Indonesia; [Licuanan, Wilfredo Y.] De La Salle Univ, Dept Biol, Manila, Philippines; [Licuanan, Wilfredo Y.] De La Salle Univ, Shields Marine Stn, Manila, Philippines; [Lovell, Edward R.] Univ S Pacific, Sch Marine Studies, Suva, Fiji; [Moore, Jennifer A.] NOAA, Fisheries Serv, Protected Resources Div, St Petersburg, FL 33701 USA; [Obura, David O.] CORDIO E Africa, Mombasa, Kenya; [Ochavillo, Domingo] Reef Check Philippines, Manila, Philippines; [Precht, William F.] NOAA, Florida Keys Natl Marine Sanctuary, Damage Assessment & Restorat Program, Key Largo, FL 33040 USA; [Quibilan, Miledel C.] CI Philippines, Sulu Sulawesi Seascape Program, Quezon City, Philippines; [Reboton, Clarissa] Silliman Univ, Inst Environm & Marine Sci, Dumaguete, Philippines; [Richards, Zoe T.] James Cook Univ, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia; [Rogers, Alex D.] Zool Soc London, Inst Zool, London NW1 4RY, England; [Sheppard, Anne; Sheppard, Charles] Univ Warwick, Dept Biol Sci, Coventry CV4 7AL, W Midlands, England; [Stuart, Simon] Conservat Int, IUCN SSC, Norfolk, VA 23529 USA; [Stuart, Simon] Conservat Int, CI CABS Biodivers Assessment Unit, Norfolk, VA 23529 USA; [Wallace, Carden] Museum Trop Queensland, Townsville, Qld 4810, Australia; [Weil, Ernesto] Univ Puerto Rico, Dept Marine Sci, Lajas, PR USA; [Wood, Elizabeth] Marine Conservat Soc, Ross On Wye, Herts, England",602,10.1126/science.1159196,2008
1718,"Peterson, Eric L.; Beger, Maria; Richards, Zoe T.",Thinking outside the reef,SCIENCE,,,"[Peterson, Eric L.] Victoria Univ, Dept Architectural Civil & Mech Engn, Melbourne, Vic 3032, Australia; [Beger, Maria] Univ Queensland, Ctr Ecol, St Lucia, Qld 4072, Australia; [Beger, Maria] Univ Queensland, Commonwealth Res Facil Appl Environm Decis Anal, St Lucia, Qld 4072, Australia; [Richards, Zoe T.] James Cook Univ N Queensland, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia; [Richards, Zoe T.] James Cook Univ N Queensland, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia",4,,2008
1719,"Johnson, Kenneth G.; Jackson, Jeremy B. C.; Budd, Ann F.",Caribbean reef development was independent of coral diversity over 28 million years,SCIENCE,EXTINCTION; NEOGENE; PRODUCTIVITY; TEMPERATURE; NUTRIENTS; TURNOVER; CLOSURE; SEAWAY; MODEL,"The relationship between natural variations in coral species diversity, reef development, and ecosystem function on coral reefs is poorly understood. Recent coral diversity varies 10- fold among geographic regions, but rates of reef growth are broadly similar, suggesting that diversity is unimportant for reef development. Differences in diversity may reflect regional differences in long- term biotic history in addition to environmental conditions. Using a combination of new and published fossil and stratigraphic data, we compared changes in coral diversity and reef development within the tropical western Atlantic over the past 28 million years. Reef development was unrelated to coral diversity, and the largest reef tracts formed after extinction had reduced diversity by 50%. High diversity is thus not essential for the growth and persistence of coral reefs.","[Johnson, Kenneth G.] Nat Hist Museum, Dept Palaeontol, London SW7 5BD, England; [Jackson, Jeremy B. C.] Univ Calif San Diego, Scripps Inst Oceanog, Ctr Marine Biodivers & Conservat, La Jolla, CA 92093 USA; [Jackson, Jeremy B. C.] Smithsonian Trop Res Inst, Balboa, Panama; [Budd, Ann F.] Univ Iowa, Dept Geosci, Iowa City, IA 52242 USA",73,10.1126/science.1152197,2008
1720,"DeBose, Jennifer L.; Lema, Sean C.; Nevitt, Gabrielle A.",Dimethylsulfoniopropionate as a foraging cue for reef fishes,SCIENCE,GREAT-BARRIER-REEF; CORAL-REEFS; DIMETHYLSULFIDE,,"[DeBose, Jennifer L.; Nevitt, Gabrielle A.] Univ Calif Davis, Bodega Marine Lab, Davis, CA 95616 USA; [Lema, Sean C.] Univ N Carolina, Ctr Marine Sci, Wilmington, NC 28403 USA",57,10.1126/science.1151109,2008
1721,"Goreau, Thomas J.",Fighting algae in Kaneohe Bay,SCIENCE,,,"[Goreau, Thomas J.] Global Coral Reef Alliance, Cambridge, MA 02139 USA",4,,2008
1722,"Smith, Jennifer E.; Conklin, Eric J.; Smith, Celia M.; Hunter, Cynthia L.",Fighting algae in Kaneohe Bay - Response,SCIENCE,CORAL-REEFS; MACROALGAL BLOOMS; HAWAII; ABUNDANCE; HERBIVORY,,"[Smith, Jennifer E.] Univ Calif Santa Barbara, Natl Ctr Ecol Anal & Synth, Santa Barbara, CA 93101 USA; [Conklin, Eric J.] Nature Conservancy, Honolulu, HI 96817 USA; [Smith, Celia M.] Univ Hawaii Manoa, Dept Bot, Honolulu, HI 96822 USA; [Hunter, Cynthia L.] Univ Hawaii Manoa, Biol Program, Honolulu, HI 96815 USA",3,,2008
1723,"Hoegh-Guldberg, O.; Mumby, P. J.; Hooten, A. J.; Steneck, R. S.; Greenfield, P.; Gomez, E.; Harvell, C. D.; Sale, P. F.; Edwards, A. J.; Caldeira, K.; Knowlton, N.; Eakin, C. M.; Iglesias-Prieto, R.; Muthiga, N.; Bradbury, R. H.; Dubi, A.; Hatziolos, M. E.",Coral reefs under rapid climate change and ocean acidification,SCIENCE,ATMOSPHERIC CO2; GLACIAL CYCLES; MARINE; DYNAMICS; ECOLOGY; DISTURBANCES; RECRUITMENT; THRESHOLDS; RESILIENCE; INTENSITY,"Atmospheric carbon dioxide concentration is expected to exceed 500 parts per million and global temperatures to rise by at least 2 degrees C by 2050 to 2100, values that significantly exceed those of at least the past 420,000 years during which most extant marine organisms evolved. Under conditions expected in the 21st century, global warming and ocean acidification will compromise carbonate accretion, with corals becoming increasingly rare on reef systems. The result will be less diverse reef communities and carbonate reef structures that fail to be maintained. Climate change also exacerbates local stresses from declining water quality and overexploitation of key species, driving reefs increasingly toward the tipping point for functional collapse. This review presents future scenarios for coral reefs that predict increasingly serious consequences for reef- associated fisheries, tourism, coastal protection, and people. As the International Year of the Reef 2008 begins, scaled- up management intervention and decisive action on global emissions are required if the loss of coral- dominated ecosystems is to be avoided.","Univ Queensland, Ctr Marine Studies, St Lucia, Qld 4072, Australia; Univ Exeter, Sch Biosci, Marine Spatial Ecol Lab, Exeter EX4 4PS, Devon, England; AJH Environm Serv, Bethesda, MD 20814 USA; Univ Maine, Darling Marine Ctr, Sch Marine Sci, Walpole, ME 04573 USA; Univ Queensland, The Chancellery, St Lucia, Qld 4072, Australia; Univ Philippines, Inst Marine Sci, Quezon City 1101, Philippines; Cornell Univ, Ithaca, NY 14853 USA; United Nations Univ, Int Network Water Environm & Hlth, Hamilton, ON L8N 1E9, Canada; Newcastle Univ, Sch Biol, Newcastle Upon Tyne NE1 7RU, Tyne & Wear, England; Carnegie Inst Sci, Dept Global Ecol, Stanford, CA 94305 USA; Smithsonian Inst, Natl Museum Nat Hist, Washington, DC 20013 USA; NOAA, Coral Reef Watch, Silver Spring, MD 20910 USA; Univ Nacl Autonoma Mexico, Inst Ciencias Mar & Limnol, Unidad Acad Puerto Morelos, Cancun 77500, QR, Mexico; Wildlife Conservat Soc, Bronx, NY 10460 USA; Australian Natl Univ, Resource Management Asia Pacific Program, Canberra, ACT 0200, Australia; Univ Dar Es Salaam, Inst Marine Sci, Dar Es Salaam, Tanzania; World Bank, Dept Environm, Washington, DC 20433 USA",2551,10.1126/science.1152509,2007
1724,"Volkov, Igor; Banavar, Jayanth R.; Hubbell, Stephen P.; Maritan, Amos",Patterns of relative species abundance in rainforests and coral reefs,NATURE,NEUTRAL BIODIVERSITY THEORY; DENSITY-DEPENDENCE; POPULATION; DIVERSITY,"A formidable many-body problem in ecology is to understand the complex of factors controlling patterns of relative species abundance (RSA) in communities of interacting species. Unlike many problems in physics, the nature of the interactions in ecological communities is not completely known. Although most contemporary theories in ecology start with the basic premise that species interact, here we show that a theory in which all interspecific interactions are turned off leads to analytical results that are in agreement with RSA data from tropical forests and coral reefs. The assumption of non-interacting species leads to a sampling theory for the RSA that yields a simple approximation at large scales to the exact theory. Our results show that one can make significant theoretical progress in ecology by assuming that the effective interactions among species are weak in the stationary states in species-rich communities such as tropical forests and coral reefs.","Penn State Univ, Dept Phys, Davey Lab 104, University Pk, PA 16802 USA; Penn State Univ, Dept Biol, Ctr Infect Dis Dynam, University Pk, PA 16802 USA; Univ Calif Los Angeles, Dept Ecol & Evolutionary Biol, Los Angeles, CA 90095 USA; Smithsonian Trop Res Inst, APO, AA 34002 USA; Univ Padua, Dipartimento Fis G Galilei, CNISM, I-35131 Padua, Italy; Ist Nazl Fis Nucl, I-35131 Padua, Italy",148,10.1038/nature06197,2007
1725,"Mumby, Peter J.; Hastings, Alan; Edwards, Helen J.",Thresholds and the resilience of Caribbean coral reefs,NATURE,STABLE STATES; CLIMATE-CHANGE; MORTALITY; DYNAMICS; ECOSYSTEMS,"The deteriorating health of the world's coral reefs threatens global biodiversity, ecosystem function, and the livelihoods of millions of people living in tropical coastal regions(1). Reefs in the Caribbean are among the most heavily affected(2,3), having experienced mass disease-induced mortality of the herbivorous urchin Diadema antillarum(4) in 1983 and two framework-building species of coral(5). Declining reef health is characterized by increases in macroalgae. A critical question is whether the observed macroalgal bloom on Caribbean reefs is easily reversible. To answer this question, we must resolve whether algal-dominated reefs are an alternative stable state of the ecosystem or simply the readily reversible result of a phase change along a gradient of some environmental or ecological parameter(6). Here, using a fully parameterized simulation model in combination with a simple analytical model, we show that Caribbean reefs became susceptible to alternative stable states once the urchin mortality event of 1983 confined the majority of grazing to parrotfishes. We reveal dramatic hysteresis in a natural system(7,8) and define critical thresholds of grazing and coral cover beyond which resilience is lost. Most grazing thresholds lie near the upper level observed for parrotfishes in nature, suggesting that reefs are highly sensitive to parrotfish exploitation. Ecosystem thresholds can be combined with stochastic models of disturbance to identify targets for the restoration of ecosystem processes. We illustrate this principle by estimating the relationship between current reef state (coral cover and grazing) and the probability that the reef will withstand moderate hurricane intensity for two decades without becoming entrained in a shift towards a stable macroalgal-dominated state. Such targets may help reef managers face the challenge of addressing global disturbance at local scales.","Univ Exeter, Sch Biosci, Marine Spatial Ecol Lab, Exeter EX4 4PS, Devon, England; Univ Calif Davis, Davis, CA 95616 USA",430,10.1038/nature06252,2007
1726,"Macpherson, Rick",Coral reefs still in danger from tourism head,SCIENCE,,,"CORAL, San Francisco, CA 94104 USA",0,10.1126/science.317.5844.1498,2007
1727,"Almany, Glenn R.; Berumen, Michael L.; Thorrold, Simon R.; Planes, Serge; Jones, Geoffrey P.",Local replenishment of coral reef fish populations in a marine reserve,SCIENCE,DISPERSAL DISTANCE; SELF-RECRUITMENT; LARVAE; CONNECTIVITY; RETENTION; DESIGN; CONSEQUENCES; MECHANISMS; HOME,"The scale of larval dispersal of marine organisms is important for the design of networks of marine protected areas. We examined the fate of coral reef fish larvae produced at a small island reserve, using a mass-marking method based on maternal transmission of stable isotopes to offspring. Approximately 60% of settled juveniles were spawned at the island, for species with both short (< 2 weeks) and long (> 1 month) pelagic larval durations. If natal homing of larvae is a common life-history strategy, the appropriate spatial scales for the management and conservation of coral reefs are likely to be much smaller than previously assumed.","James Cook Univ N Queensland, Australian Res Council Ctr Excellence Coral Reef, Townsville, Qld 4811, Australia; James Cook Univ N Queensland, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia; Univ Arkansas, Dept Biol Sci, Fayetteville, AR 72701 USA; Woods Hole Oceanog Inst, Dept Biol, Woods Hole, MA 02543 USA; Ecole Prat Hautes Etud, CNRS, Joint Res Unit 5244, Ctr Biol & Ecol Trop & Mediterraneene, F-66850 Perpignan, France",389,10.1126/science.1140597,2007
1728,"Madin, Joshua S.; Connolly, Sean R.",Ecological consequences of major hydrodynamic disturbances on coral reefs,NATURE,RESILIENCE; ECOSYSTEMS; TSUNAMI,"A recent tsunami(1,2) and an apparent increase in the frequency of severe tropical storms(3-5) underscore the need to understand and predict the ecological consequences of major hydrodynamic disturbances(6). Reef corals provide the habitat structure that sustains the high biodiversity of tropical reefs(7), and thus provide the foundation for the ecosystem goods and services that are critical to many tropical societies(6,8). Here we integrate predictions from oceanographic models(9) with engineering theory, to predict the dislodgement of benthic reef corals during hydrodynamic disturbances. This generalizes earlier work(10,11), by incorporating colonies of any shape and by explicitly examining the effects of hydrodynamic gradients on coral assemblage structure. Afield test shows that this model accurately predicts changes in the mechanical vulnerability of coral colonies, and thus their size and shape, with distance from the reef crest. This work provides a general framework for understanding and predicting the effects of hydrodynamic disturbances on coral reef communities; such disturbances have a major role in determining species zonation(12,13) and coexistence(14) on coral reefs, and are critical determinants of how coral assemblages will respond to changes in the frequency and intensity of tropical storms associated with a changing climate(3-5,15).","James Cook Univ N Queensland, Sch Marine & Trop Biol, Townsville, Qld 4811, Australia; James Cook Univ N Queensland, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; Univ Calif Santa Barbara, Natl Ctr Ecol Anal & Synth, Santa Barbara, CA 93101 USA",158,10.1038/nature05328,2006
1729,"Matear, Richard J.; McNeil, Ben I.","Comment on ""Preindustrial to modern interdecadal variability in coral reef pH""",SCIENCE,GREAT-BARRIER-REEF; CARBON BUDGET; CO2,,"Commonwealth Sci & Ind Res Org Marine & Atmospher, Hobart, Tas, Australia; Antarctic Climate & Ecosyst Cooperat Res Ctr, Hobart, Tas, Australia; Univ New S Wales, Sch Math, Climate & Environm Dynam Lab, Sydney, NSW, Australia",7,10.1126/science.1128198,2006
1730,"Pelejero, Carles; Calvo, Eva; McCulloch, Malcolm T.; Marshall, John F.; Gagan, Michael K.; Lough, Janice M.; Opdyke, Bradley N.","Response to comment on ""Preindustrial to modern interdecadal variability in coral reef pH""",SCIENCE,COMMUNITY METABOLISM; SKELETAL DELTA-C-13; CARBON; FLUXES; LIGHT,,"ICREA, Inst Catalan Recerca & Estudis Avancats, Barcelona 08003, Catalonia, Spain; CSIC, ICM, Inst Ciencias Mar, Barcelona 08003, Catalonia, Spain; CSIC, CMIMA, Inst Ciencias Mar, Barcelona 08003, Catalonia, Spain; Australian Natl Univ, Res Sch Earth Sci, Canberra, ACT 0200, Australia; Geosci Australia, Petr & Marine Div, Canberra, ACT 2601, Australia; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Australian Natl Univ, Dept Earth & Marine Sci, Canberra, ACT 0200, Australia",4,10.1126/science.1128502,2006
1731,"Dornelas, Maria; Connolly, Sean R.; Hughes, Terence P.","Coral reef diversity refutes the neutral theory of biodiversity (vol 440, pg 80, 2006)",NATURE,,,,3,10.1038/nature05187,2006
1732,"Dawson, MN; Grosberg, RK; Botsford, LW",Connectivity in marine protected areas,SCIENCE,CORAL-REEF FISH; RESERVES; FISHERIES; SUSTAINABILITY; POPULATIONS; EVOLUTION,,"Univ Calif Davis, Coll Biol Sci, Sect Evolut & Ecol, Davis, CA 95616 USA; Univ Calif Davis, Dept Wildlife Fish & Conservat Biol, Davis, CA 95616 USA",19,,2006
1733,"Stanley, GD",Ecology - Photosymbiosis and the evolution of modern coral reefs,SCIENCE,,,"Univ Montana, Paleontol Ctr, Missoula, MT 59812 USA",70,10.1126/science.1123701,2006
1734,"Chapman, DDF; Pikitch, EK; Babcock, EA",Marine parks need sharks?,SCIENCE,,,"Nova SE Univ, Guy Harvey Res Inst, Dania, FL 33004 USA; Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Pew Inst Ocean Sci, New York, NY 10022 USA; Univ Miami, Pew Inst Ocean Sci, Miami, FL 33149 USA",5,,2006
1735,"Mumby, PJ; Micheli, F; Dahlgren, CP; Litvin, SY; Gill, AB; Brumbaugh, DR; Broad, K; Sanchirico, JN; Kappel, CV; Harborne, AR; Holmes, KE",Marine parks need sharks? Response,SCIENCE,DESIGN,,"Univ Exeter, Sch Biosci, Marine Spatial Ecol Lab, Exeter EX4 4PS, Devon, England; Stanford Univ, Hopkins Marine Stn, Pacific Grove, CA 93950 USA; Perry Inst Marine Sci, Jupiter, FL 33477 USA; Cranfield Univ, Inst Water & Environm, Silsoe MK45 4DT, Beds, England; Amer Museum Nat Hist, Ctr Biodivers & Conservat, New York, NY 10024 USA; Natl MPA Ctr, Marine Protected Areas Sci Inst, Santa Cruz, CA 95060 USA; Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Affairs & Policy, Miami, FL 33149 USA; Resources Future Inc, Washington, DC 20036 USA",1,,2006
1736,"Roberts, JM; Wheeler, AJ; Freiwald, A",Reefs of the deep: The biology and geology of cold-water coral ecosystems,SCIENCE,NORTHEAST ATLANTIC; LOPHELIA-PERTUSA; SEA CORALS; ROCKALL TROUGH; NE ATLANTIC; MOUNDS; OCEAN; SCLERACTINIA; VENTILATION; IMPACTS,"Coral reefs are generally associated with shallow tropical seas; however, recent deep-ocean exploration using advanced acoustics and submersibles has revealed unexpectedly widespread and diverse coral ecosystems in deep waters on continental shelves, slopes, seamounts, and ridge systems around the world. Advances reviewed here include the use of corals as paleoclimatic archives and their biogeological functioning, biodiversity, and biogeography. Threats to these fragile, long-lived, and rich ecosystems are mounting: The impacts of deep-water trawling are already widespread, and effects of ocean acidification are potentially devastating.","Scottish Assoc Marine Sci, Dunstaffnage Marine Lab, Oban PA37 1QA, Argyll, Scotland; Natl Univ Ireland Univ Coll Cork, Dept Geol, Cork, Ireland; Natl Univ Ireland Univ Coll Cork, Environm Res Inst, Cork, Ireland; Erlangen Univ, Inst Paleontol, D-91054 Erlangen, Germany",486,10.1126/science.1119861,2006
1737,"Dornelas, M; Connolly, SR; Hughes, TP",Coral reef diversity refutes the neutral theory of biodiversity,NATURE,SPECIES-ABUNDANCE DISTRIBUTION; FOREST BIODIVERSITY; LONG-TERM; COMMUNITIES; ECOLOGY; HYPOTHESIS; STABILITY; MODEL,"The global decline of coral reefs(1,2) highlights the need to understand the mechanisms that regulate community structure and sustain biodiversity in these systems. The neutral theory, which assumes that individuals are demographically identical regardless of species, seeks to explain ubiquitous features of community structure and biodiversity patterns(3-5). Here we present a test of neutral-theory predictions with the use of an extensive species-level data set of Indo-Pacific coral communities. We show that coral assemblages differ markedly from neutral-model predictions for patterns of community similarity and the relative abundance of species. Within local communities, neutral models do not fit relative abundance distributions as well as the classical log-normal distribution. Relative abundances of species across local communities also differ markedly from neutral-theory predictions: coral communities exhibit community similarity values that are far more variable, and lower on average, than the neutral theory can produce. Empirical community similarities deviate from the neutral model in a direction opposite to that predicted in previous critiques of the neutral theory(6-9). Instead, our results support spatio-temporal environmental stochasticity as a major driver of diversity patterns on coral reefs(10,11).","James Cook Univ N Queensland, ARC Ctr Excellence Coral Reef Studies, Townsville, Qld 4811, Australia; James Cook Univ N Queensland, Sch Marine Biol & Aquaculture, Townsville, Qld 4811, Australia",157,10.1038/nature04534,2006
1738,"Cowen, RK; Paris, CB; Srinivasan, A",Scaling of connectivity in marine populations,SCIENCE,CORAL-REEF FISH; GREAT-BARRIER-REEF; LARVAL DISPERSAL; CARIBBEAN CORAL; LOCAL RETENTION; RECRUITMENT; RESERVES; PATTERNS; DISTANCE; DESIGN,"Defining the scale of connectivity, or exchange, among marine populations and determining the factors driving this-exchange are pivotal to our understanding of the population dynamics, genetic structure, and biogeography of many coastal species. Using a high-resolution biophysical model for the Caribbean region, we report that typical larval dispersal distances of ecologically relevant magnitudes are on the scale of only 10 to 100 kilometers for a variety of reef fish species. We also show the importance of the early onset of active larval movement mediating the dispersal potential. In addition to self -recruitment, larval import from outside the local area is required to sustain most populations, although these population subsidies are very limited in particular systems. The results reveal distinct regions of population isolation based on larval dispersal that also correspond to genetic and morphological clines observed across a range of marine organisms.","Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Miami, FL 33149 USA",825,10.1126/science.1122039,2006
1739,"Hoegh-Guldberg, O",Ecology - Complexities of coral reef recovery,SCIENCE,RESERVES,,"Univ Queensland, Ctr Marine Studies, Brisbane, Qld 4072, Australia",13,10.1126/science.1122951,2006
1740,"Mumby, PJ; Dahlgren, CP; Harborne, AR; Kappel, CV; Micheli, F; Brumbaugh, DR; Holmes, KE; Mendes, JM; Broad, K; Sanchirico, JN; Buch, K; Box, S; Stoffle, RW; Gill, AB","Fishing, trophic cascades, and the process of grazing on coral reefs",SCIENCE,ALGAL COMMUNITIES; MARINE RESERVE; MASS MORTALITY; FISHES; DYNAMICS; HERBIVORY; BIOMASS; SIZE,"Since the mass mortality of the urchin Diadema antillarum in 1983, parrotfishes have become the dominant grazer on Caribbean reefs. The grazing capacity of these fishes could be impaired if marine reserves achieve their long-term goal of restoring large consumers, several of which prey on parrotfishes. Here we compare the negative impacts of enhanced predation with the positive impacts of reduced fishing mortality on parrotfishes inside reserves. Because large-bodied parrotfishes escape the risk of predation from a large piscivore (the Nassau grouper), the predation effect reduced grazing by only 4 to 8%. This impact was overwhelmed by the increase in density of large parrotfishes, resulting in a net doubling of grazing. Increased grazing caused a fourfold reduction in the cover of macroalgae, which, because they are the principal competitors of corals, highlights the potential importance of reserves for coral reef resilience.","Univ Exeter, Marine Spatial Ecol Lab, Sch Biosci, Exeter EX4 4PS, Devon, England; Perry Inst Marine Sci, Jupiter, FL 33477 USA; Stanford Univ, Hopkins Marine Stn, Pacific Grove, CA 93950 USA; Amer Museum Nat Hist, Ctr Biodivers & Conservat, New York, NY 10024 USA; Univ W Indies, Dept Life Sci, Kingston 7, Jamaica; Univ Miami, Rosenstiel Sch Marine & Atmospher Sci, Div Marine Affairs & Policy, Miami, FL 33149 USA; Resources Future Inc, Washington, DC 20036 USA; Univ Arizona, Bur Appl Res Anthropol, Tucson, AZ 85721 USA; Cranfield Univ, Inst Water & Environm, Silsoe MK45 4DT, Beds, England",504,10.1126/science.1121129,2006
1741,"Pelejero, C; Calvo, E; McCulloch, MT; Marshall, JF; Gagan, MK; Lough, JM; Opdyke, BN",Preindustrial to modern interdecadal variability in coral reef pH,SCIENCE,BORON ISOTOPIC COMPOSITION; ATMOSPHERIC CARBON-DIOXIDE; GREAT-BARRIER-REEF; ANTHROPOGENIC CO2; MARINE PLANKTON; PACIFIC-OCEAN; NORTH PACIFIC; CALCIFICATION; OSCILLATION; SEAWATER,"The oceans are becoming more acidic due to absorption of anthropogenic carbon dioxide from the atmosphere. The impact of ocean acidification on marine ecosystems is unclear, but it will likely depend on species adaptability and the rate of change of seawater pH relative to its natural variability. To constrain the natural variability in reef-water pH, we measured boron isotopic compositions in a similar to 300-year-old massive Porites coral from the southwestern Pacific. Large variations in pH are found over similar to 50-year cycles that covary with the Interdecadal Pacific Oscillation of ocean-atmosphere anomalies, suggesting that natural pH cycles can modulate the impact of ocean acidification on coral reef ecosystems.","Australian Natl Univ, Res Sch Earth Sci, Canberra, ACT 0200, Australia; Australian Inst Marine Sci, Townsville, Qld 4810, Australia; Australian Natl Univ, Dept Earth & Marine Sci, Canberra, ACT 0200, Australia",124,10.1126/science.1113692,2005
1742,"Marris, E",Tsunami damage was enhanced by coral theft,NATURE,,"Evidence has emerged that the illegal mining of the coral reefs along Sri Lanka's coastline may have effected the impact of the tsunami. Studies have shown that were coral was mined and gaps appeared that the waves travelled kilometres inland, killing thousands but where the coral reef was left intact the wavestravelled only 50 metres inland. This phenomenon was witnessed before in Nicaragua in 1992 where a tsunami surged 1 kilometre inland through a break in thecoral reef made to let boats through. On a nearby beach where the coral was intact there were still beach umbrellas left standing. There has been a groundswell in Sri Lanka for better enforcement of laws to protect the coral reef andprotect people from further disasters.",,10,10.1038/4361071a,2005
1743,"Raynaud, D; Barnola, JM; Souchez, R; Lorrain, R; Petit, JR; Duval, P; Lipenkov, VY",Palaeoclimatology - The record for marine isotopic stage 11,NATURE,ICE CORE; CLIMATE,,"CNRS, Lab Glaciol & Geophys Environm, F-38402 St Martin Dheres, France; Univ Libre Bruxelles, Lab Glaciol, B-1050 Brussels, Belgium; Arctic & Antarctic Res Inst, St Petersburg 199397, Russia",61,10.1038/43639b,2005
1744,"Haag, A",Underwater odyssey,NATURE,,Dr Mark Patterson an expert in coral reef biomechanics has taken his quest forknowledge to a new level by helping to design an autonomous underwater vehicle (AUV). These vehicles are being used by Patterson to study oxygen dynamics over coral reefs. He is now designing underwater robots with customized sonar to classify different species of fish.,,0,,2005
1745,"Pandolfi, JM","Are U.S. coral reefs on the slippery slope to slime? (vol 307, pg 1725, 2005)",SCIENCE,,,,7,,2005
